Body Name,Body,Service Division,Expense Type,Date Paid,Transaction Ref,Invoice Amount,Supplier Name
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,AD Chief Finance Officer,Public Sector Partnership Services,25/06/2024,30034546,"563,291.48 ",Public Sector Partnership Services Ltd
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,AD Economic Growth,Professional Fees,25/06/2024,30034319,"2,100.00 ",Land Survey Solutions Ltd
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,AD Economic Growth,Professional Fees,25/06/2024,30034367,"3,000.00 ",The Millward Partnership
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,AD Economic Growth,Professional Fees,25/06/2024,30034477,"2,950.00 ",The Millward Partnership
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,AD Economic Growth,Professional Fees,25/06/2024,30034491,"2,474.66 ",Focus Consultants 2010 LLP
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,AD Economic Growth,Professional Fees,25/06/2024,30034492,"1,250.00 ",Focus Consultants 2010 LLP
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,AD Economic Growth,Professional Fees,25/06/2024,30034493,"1,250.00 ",Focus Consultants 2010 LLP
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,AD Economic Growth,Professional Fees,25/06/2024,30034960,"32,504.78 ",Tim Ronalds Architects
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,AD Economic Growth,Professional Fees,25/06/2024,30035031,"3,763.00 ",Focus Consultants 2010 LLP
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,AD Leisure & Culture,Buildings Maintenance - Programmed,25/06/2024,30034932,"20,438.47 ",Centrica Business Solutions
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,AD Leisure & Culture,Buildings Maintenance - Responsive,25/06/2024,30034473,234.00 ,H20 Servicing Ltd
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,AD Leisure & Culture,Buildings Maintenance - Responsive,25/06/2024,30034566,712.50 ,Park Control Systems Ltd
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,AD Leisure & Culture,Buildings Maintenance - Responsive,25/06/2024,30034589,435.04 ,Airco Refrigeration Air Conditioning Ltd
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,AD Leisure & Culture,Buildings Maintenance - Responsive,25/06/2024,30034590,663.00 ,Fred Margarson Ltd
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Climate Change and Environment,Capital Grants and Contributions (Non-Government),25/06/2024,30035036,"3,467.14 ",Department for Energy Security & Net Zero
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Climate Change and Environment,Professional Fees,25/06/2024,30034869,"221,849.33 ",Everwarm Ltd
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Climate Change and Environment,Professional Fees,25/06/2024,30034940,"176,072.31 ",Everwarm Ltd
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Development Control,Professional and Contractors Fees,25/06/2024,30034418,807.50 ,Acoustic Associates (Peterborough)
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Economic Growth Project Manager,Professional Fees,25/06/2024,30034319,"2,100.00 ",Land Survey Solutions Ltd
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Economic Growth Project Manager,Professional Fees,25/06/2024,30034367,"3,000.00 ",The Millward Partnership
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Economic Growth Project Manager,Professional Fees,25/06/2024,30034477,"2,950.00 ",The Millward Partnership
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Economic Growth Project Manager,Professional Fees,25/06/2024,30034491,"2,474.66 ",Focus Consultants 2010 LLP
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Economic Growth Project Manager,Professional Fees,25/06/2024,30034492,"1,250.00 ",Focus Consultants 2010 LLP
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Economic Growth Project Manager,Professional Fees,25/06/2024,30034493,"1,250.00 ",Focus Consultants 2010 LLP
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Economic Growth Project Manager,Professional Fees,25/06/2024,30034960,"32,504.78 ",Tim Ronalds Architects
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Economic Growth Project Manager,Professional Fees,25/06/2024,30035031,"3,763.00 ",Focus Consultants 2010 LLP
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Economic Growth Service Manager (Place),Other Miscellaneous Expenses,25/06/2024,30034417,"8,750.00 ",Huq Industries Limited
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Economic Growth Service Manager (Place),Other Miscellaneous Expenses,25/06/2024,30034825,350.00 ,Lincolnshire County Council
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Economic Growth Service Manager (Place),Other Miscellaneous Expenses,25/06/2024,30035098,368.00 ,Singleton Event Services Ltd
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Economic Growth Service Manager (Place),Performers and Entertainers Fees,25/06/2024,30034543,"13,553.49 ",ETC UK Ltd t/a The Projection Studio
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Economic Growth Service Manager (Place),Performers and Entertainers Fees,25/06/2024,30034761,800.00 ,The SHENANIGANS
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Environmental Health,Furniture and Equipment,25/06/2024,30034288,"1,727.00 ",Campbell Associates Ltd
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Environmental Health,Works to Buildings (Main Contractor),25/06/2024,30035016,655.00 ,Ajet Drain Services Ltd
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Growth Relationships & Growth Promotions,Other Miscellaneous Expenses,25/06/2024,30034417,"8,750.00 ",Huq Industries Limited
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Growth Relationships & Growth Promotions,Other Miscellaneous Expenses,25/06/2024,30034825,350.00 ,Lincolnshire County Council
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Growth Relationships & Growth Promotions,Performers and Entertainers Fees,25/06/2024,30034761,800.00 ,The SHENANIGANS
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Information Technology,Computer Hardware Maintenance,25/06/2024,30034400,"1,842.11 ",Softcat Plc
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Information Technology,Computer Software Licence Costs,25/06/2024,30034556,266.32 ,Transunion International UK limited
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Information Technology,Internet Broadband Payments,25/06/2024,30034573,119.85 ,Multidata
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Information Technology,Mobile Phones,25/06/2024,30035005,"7,498.55 ",Public Sector Partnership Services Ltd
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Invest East Lindsey,Furniture and Equipment,25/06/2024,30034420,625.00 ,Lincolnshire Office Friends
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Invest East Lindsey,Grounds Maintenance Contract (External),25/06/2024,30035008,350.00 ,Wold Tree Works Limited
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Invest East Lindsey,Grounds Maintenance Contract (External),25/06/2024,30035010,300.00 ,Wold Tree Works Limited
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Invest East Lindsey,Other Communication Costs,25/06/2024,30034959,545.11 ,New Start Networks Ltd
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Neighbourhoods,Agency Staff,25/06/2024,30035091,"3,729.07 ",The Workshop (Wisbech) Ltd
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Neighbourhoods,Buildings Maintenance - Programmed,25/06/2024,30034471,944.60 ,H20 Servicing Ltd
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Neighbourhoods,Buildings Maintenance - Programmed,25/06/2024,30034476,944.60 ,H20 Servicing Ltd
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Neighbourhoods,Buildings Maintenance - Programmed,25/06/2024,30034938,"10,000.00 ",Gelder Ltd
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Neighbourhoods,Grounds Maintenance Contract (External),25/06/2024,30034700,"13,751.38 ",Glendale Grounds Management Limited
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Neighbourhoods,Materials and Consumables,25/06/2024,30034648,680.41 ,Probrush Northern Municipal Spares Ltd
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Neighbourhoods,Other Private Contractors,25/06/2024,30034401,"64,658.75 ",Healthmatic Limited
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Neighbourhoods,Professional and Contractors Fees,25/06/2024,30035071,972.00 ,Sid Dennis and Sons Ltd
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Neighbourhoods,Purchase of Vehicles,25/06/2024,30034882,"21,100.00 ",Burdens Group Ltd
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Neighbourhoods,Vehicle Hire,25/06/2024,30034697,"1,016.67 ",Lincs Van Hire
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Organisation Improvement & Development,Staff Training Expenses (Non-Payroll),25/06/2024,30034314,320.00 ,Imagine Public Services Ltd
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,"Performance, Governance & Commissioning",Course Fees,25/06/2024,30034840,"1,500.00 ",Link Treasury Services
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,"Performance, Governance & Commissioning",External Printing and Design Costs,25/06/2024,30034652,869.86 ,CFH Docmail Ltd
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,"Performance, Governance & Commissioning",External Printing and Design Costs,25/06/2024,30034653,225.00 ,CFH Docmail Ltd
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,"Performance, Governance & Commissioning",Postages,25/06/2024,30034652,"1,856.75 ",CFH Docmail Ltd
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Planning Policy,Agency Staff,25/06/2024,30034622,"1,619.75 ",G2 Recruitment Solutions
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Planning Policy,Professional and Contractors Fees,25/06/2024,30034817,475.57 ,Create Consulting Engineers Ltd
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Property,Buildings Maintenance - Programmed,25/06/2024,30034471,944.60 ,H20 Servicing Ltd
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Property,Buildings Maintenance - Programmed,25/06/2024,30034476,944.60 ,H20 Servicing Ltd
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Property,Buildings Maintenance - Programmed,25/06/2024,30034660,220.90 ,The Keyholding Company
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Property,Buildings Maintenance - Programmed,25/06/2024,30034938,"10,000.00 ",Gelder Ltd
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Property,Buildings Maintenance - Programmed,25/06/2024,30035030,753.00 ,Bates Environmental Ltd
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Property,Buildings Maintenance - Responsive,25/06/2024,30034618,"7,697.03 ",Airco Refrigeration Air Conditioning Ltd
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Property,Buildings Maintenance - Responsive,25/06/2024,30034902,224.07 ,Pest Detective Ltd
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Property,Buildings Maintenance - Responsive,25/06/2024,30034904,224.07 ,Pest Detective Ltd
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Property,Computer Hardware Purchase,25/06/2024,30034993,"3,004.98 ",Paperwork
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Property,Grounds Maintenance Contract (External),25/06/2024,30034699,895.08 ,Glendale Grounds Management Limited
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Property,Grounds Maintenance Contract (External),25/06/2024,30034700,"13,751.38 ",Glendale Grounds Management Limited
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Property,Internet Broadband Payments,25/06/2024,30034573,"1,213.98 ",Multidata
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Property,Professional and Contractors Fees,25/06/2024,30034536,"13,148.69 ",IPS (UK) Ltd
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Property,Professional and Contractors Fees,25/06/2024,30034574,943.10 ,Chipside Ltd
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Property,Professional and Contractors Fees,25/06/2024,30034575,384.22 ,Chipside Ltd
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Property,Professional and Contractors Fees,25/06/2024,30034609,"3,411.18 ",Kings Armoured Security Services Ltd
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Property,Telephones,25/06/2024,30034573,50.34 ,Multidata
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Property,Works to Buildings (Main Contractor),25/06/2024,30035027,"1,746.00 ",Carousel Waste & Recycling LTD
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Public Protection,Professional and Contractors Fees,25/06/2024,30034573,119.85 ,Multidata
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Service Manager - Affordable & Accessible Homes-Housing,Works to Buildings (Main Contractor),25/06/2024,30034987,"5,042.00 ",Obam Stairlifts
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Service Manager - Affordable & Accessible Homes-Housing,Works to Buildings (Main Contractor),25/06/2024,30035023,"7,055.58 ",Denniss and Marwood Ltd
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Service Manager - Affordable & Accessible Homes-Housing,Works to Buildings (Main Contractor),25/06/2024,30035024,"7,602.04 ",Andrew Wrisdale Building Contractor
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Service Manager - Affordable & Accessible Homes-Housing,Works to Buildings (Main Contractor),25/06/2024,30035025,"6,471.70 ",Kes Building
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Service Manager - Affordable & Accessible Homes-Housing,Works to Buildings (Main Contractor),25/06/2024,30035026,"5,348.00 ",Dolphin Mobility
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Service Manager - Affordable & Accessible Homes-Housing,Works to Buildings (Main Contractor),25/06/2024,30035029,"3,372.08 ",Lincolnshire Bathrooms and Wetrooms
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Waste,Agency Staff,25/06/2024,30035013,"3,573.00 ",Red Rock Partnership Ltd
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Waste,Agency Staff,25/06/2024,30035014,"1,627.39 ",Red Rock Partnership Ltd
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Waste,Computer Hardware Maintenance,25/06/2024,30034573,119.85 ,Multidata
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Waste,External Printing and Design Costs,25/06/2024,30034851,395.01 ,Systematic Print Management Ltd
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Waste,Fuel and Oil,25/06/2024,30034527,"6,204.84 ",Allstar Business Solutions Ltd
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Waste,Fuel and Oil,25/06/2024,30034829,680.00 ,Sharmans of Louth
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Waste,Internet Broadband Payments,25/06/2024,30034573,81.99 ,Multidata
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Waste,Materials and Consumables,25/06/2024,30034999,400.00 ,ESE Ltd
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Waste,Other Private Contractors,25/06/2024,30034723,262.24 ,Glass Recycling UK Ltd
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Waste,Telephones,25/06/2024,30034573,50.34 ,Multidata
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Waste,Workshop Parts,25/06/2024,30034498,302.81 ,Dennis Eagle Ltd
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Waste,Workshop Parts,25/06/2024,30034499,233.01 ,Dennis Eagle Ltd
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Waste,Workshop Parts,25/06/2024,30034522,503.71 ,Tjs Self Drive
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,AD Capital - Regulation,Subscriptions to Organisations and Other Bodies,27/06/2024,30035220,"1,639.34 ",South Holland District Council
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,AD Capital - Strategic Projects,Professional and Contractors Fees,27/06/2024,30035087,"2,905.00 ",The Oyster Partnership Ltd
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,AD Capital - Strategic Projects,Professional and Contractors Fees,27/06/2024,30035228,"2,905.00 ",The Oyster Partnership Ltd
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,AD Capital - Strategic Projects,Works to Buildings (Sub Contractors),27/06/2024,30035015,"2,775.00 ",GRS Signs Ltd
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,AD Economic Growth,Professional Fees,27/06/2024,30035148,"3,800.00 ",Focus Consultants 2010 LLP
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,AD Housing & Wellbeing,Furniture and Equipment,27/06/2024,30034518,341.45 ,Solon Security Limited
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,AD Housing & Wellbeing,Grants and Contributions to Outside Bodies - No Service Received,27/06/2024,30035130,"25,000.00 ",Lincolnshire Community Foundation
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,AD Housing & Wellbeing,Water and Sewerage Charges,27/06/2024,30034662,499.59 ,Anglian Water
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,AD Leisure & Culture,Buildings Maintenance - Programmed,27/06/2024,30035232,861.83 ,Evoqua Water Technologies Ltd
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,AD Leisure & Culture,Buildings Maintenance - Responsive,27/06/2024,30035154,318.05 ,TVF UK Limited
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Building Control,Subscriptions to Organisations and Other Bodies,27/06/2024,30035220,819.67 ,South Holland District Council
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Development Control,Planning Application Fees,27/06/2024,30035133,258.00 ,Portal Plan Quest Ltd
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Economic Growth Project Manager,Professional Fees,27/06/2024,30035148,"3,800.00 ",Focus Consultants 2010 LLP
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Economic Growth Service Manager (Place),Other Miscellaneous Expenses,27/06/2024,30034425,812.50 ,“Personal Information Redacted”
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Environmental Health,Professional and Contractors Fees,27/06/2024,30034706,"1,554.30 ",Ark Givendale Ltd
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Healthy Living Services Manager,Grants and Contributions to Outside Bodies - No Service Received,27/06/2024,30035130,"25,000.00 ",Lincolnshire Community Foundation
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Housing & Homelessness,Furniture and Equipment,27/06/2024,30034518,341.45 ,Solon Security Limited
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Housing & Homelessness,Water and Sewerage Charges,27/06/2024,30034662,499.59 ,Anglian Water
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Neighbourhoods,Agency Staff,27/06/2024,30035227,"4,023.63 ",The Workshop (Wisbech) Ltd
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Neighbourhoods,Clothing Uniforms And Laundry,27/06/2024,30034116,"1,010.50 ",SMI Int Group
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Neighbourhoods,Professional and Contractors Fees,27/06/2024,30034483,282.60 ,Asbestos Compliance Management Services Ltd
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Neighbourhoods,Vehicle Hire,27/06/2024,30034539,999.96 ,Dack Motor Group
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,"Performance, Governance & Commissioning",Agency Staff,27/06/2024,30035219,444.00 ,The One Group
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,"Performance, Governance & Commissioning",External Printing and Design Costs,27/06/2024,30034845,300.38 ,Civica Election Services
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,"Performance, Governance & Commissioning",Postages,27/06/2024,30034845,434.90 ,Civica Election Services
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Property,Buildings Maintenance - Responsive,27/06/2024,30034568,"1,090.00 ",Senator Group
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Property,Buildings Maintenance - Responsive,27/06/2024,30034795,484.80 ,MKM Building Supplies Holdings Limited
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Property,Clothing Uniforms And Laundry,27/06/2024,30034515,578.70 ,Keltic Clothing
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Property,Materials and Consumables,27/06/2024,30034667,227.50 ,Huws Gray Buildbase
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Property,Other Miscellaneous Expenses,27/06/2024,30034515,9.95 ,Keltic Clothing
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Property,Professional and Contractors Fees,27/06/2024,30035137,"2,000.00 ",Eddisons Commercial Ltd
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Property,Works to Buildings (Main Contractor),27/06/2024,30035139,626.71 ,The Workshop (Wisbech) Ltd
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Public Protection,Other Miscellaneous Expenses,27/06/2024,30034501,300.00 ,BT Redcare
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Service Manager - Affordable & Accessible Homes-Housing,Works to Buildings (Main Contractor),27/06/2024,30035156,528.00 ,Andrew Wrisdale Building Contractor
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Service Manager - Affordable & Accessible Homes-Housing,Works to Buildings (Main Contractor),27/06/2024,30035230,"7,211.81 ",Baptist Building and Roofing Co Ltd
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Service Manager - Affordable & Accessible Homes-Housing,Works to Buildings (Main Contractor),27/06/2024,30035231,"7,798.36 ",Dave Howard Building and Joinery Serv
East Lindsey District Council,http://statistics.data.gov.uk/id/local-authority/32UC,Waste,Workshop Parts,27/06/2024,30034540,518.83 ,Dennis Eagle Ltd
