Department,Spending area,Expense type,Posting date,Reference,Amount,Supplier Name with Redactions
Hampshire & Isle of Wight Constabulary,DOG SUPPORT UNIT,Animal Fees and Expenses,45399,2200214772,817.5,Redacted - Operational
Hampshire & Isle of Wight Constabulary,DOG SUPPORT UNIT,Animal Fees and Expenses,45411,2200215443,671.67,Redacted - Operational
Hampshire & Isle of Wight Constabulary,DOG SUPPORT UNIT,Animal Fees and Expenses,45411,2200215429,2162.5,Redacted - Operational
Hampshire & Isle of Wight Constabulary,Drone Project,Equipment,45408,2200215366,600,iRed Limited
Hampshire & Isle of Wight Constabulary,EASTERN PIC,Non System - Electricity,45401,3110122184,12674.74,NPOWER
Hampshire & Isle of Wight Constabulary,EASTERN PIC,Non System - Gas,45401,3110122117,4941.33,TOTALENERGIES GAS & POWER LIMITED
Hampshire & Isle of Wight Constabulary,EASTERN PIC,Uniform Business Rates,45383,3500004177,47502,Portsmouth City Council
Hampshire & Isle of Wight Constabulary,EASTLEIGH NPO,Rent,45405,2200215152,7937.25,EASTLEIGH BOROUGH COUNCIL
Hampshire & Isle of Wight Constabulary,EASTLEIGH NPO,Uniform Business Rates,45388,3500004215,2203.36,EASTLEIGH BOROUGH COUNCIL
Hampshire & Isle of Wight Constabulary,ECU INV TEAM,Registration and Inspection Fees,45385,2200213870,17671.41,Experian Ltd
Hampshire & Isle of Wight Constabulary,EMPLOYEE RELATIONS,Legal Costs,45393,3110121780,750,One Time Vendor
Hampshire & Isle of Wight Constabulary,EMPLOYEE RELATIONS,Legal Costs,45398,2200214727,4539,Hampshire County Council
Hampshire & Isle of Wight Constabulary,EMPLOYEE RELATIONS,Legal Costs,45398,2200214728,5696.5,Hampshire County Council
Hampshire & Isle of Wight Constabulary,EMPLOYEE RELATIONS,Legal Costs,45398,2200214729,5899,Hampshire County Council
Hampshire & Isle of Wight Constabulary,EMPLOYEE RELATIONS,Legal Costs,45398,2200214730,6491.5,Hampshire County Council
Hampshire & Isle of Wight Constabulary,EMPLOYEE RELATIONS,Legal Costs,45398,2200214732,6731.5,Hampshire County Council
Hampshire & Isle of Wight Constabulary,EMPLOYEE RELATIONS,Professional Subscriptions,45393,3110121818,2800,CPOSA Ltd
Hampshire & Isle of Wight Constabulary,EMPLOYEE RELATIONS,Professional Subscriptions,45393,3110121819,500,CPOSA Ltd
Hampshire & Isle of Wight Constabulary,EMPLOYEE RELATIONS,Technical and Professional Consultant F,45391,2200214246,1050,Redacted - Personal Payment
Hampshire & Isle of Wight Constabulary,EMPLOYEE RELATIONS,Technical and Professional Consultant F,45405,2200215151,1925,Redacted - Personal Payment
Hampshire & Isle of Wight Constabulary,Estate Building Security,General Maintenance,45383,2200213717,1965,Redacted - Operational
Hampshire & Isle of Wight Constabulary,Estate Building Security,Security Costs,45383,2200213702,2437.46,Redacted - Operational
Hampshire & Isle of Wight Constabulary,Estate Building Security,Security Costs,45383,2200213704,2424.47,Redacted - Operational
Hampshire & Isle of Wight Constabulary,Estate Building Security,Security Costs,45383,2200214259,2787.46,Redacted - Operational
Hampshire & Isle of Wight Constabulary,Estate Building Security,Security Costs,45383,2200214337,1495.17,Redacted - Operational
Hampshire & Isle of Wight Constabulary,Estate Building Security,Security Costs,45383,2200214344,2626.46,Redacted - Operational
Hampshire & Isle of Wight Constabulary,Estate Building Security,Security Costs,45383,2200214345,3338.61,Redacted - Operational
Hampshire & Isle of Wight Constabulary,Estate Building Security,Security Costs,45383,2200214346,2048.16,Redacted - Operational
Hampshire & Isle of Wight Constabulary,Estate Building Security,Security Costs,45383,2200214347,1845.17,Redacted - Operational
Hampshire & Isle of Wight Constabulary,Estate Building Security,Security Costs,45383,2200213744,119641.7,Redacted - Operational
Hampshire & Isle of Wight Constabulary,Estate Building Security,Security Costs,45398,2200214736,819.6,Redacted - Operational
Hampshire & Isle of Wight Constabulary,Estate Building Security,Security Costs,45399,2200214846,44055,Redacted - Operational
Hampshire & Isle of Wight Constabulary,Estate Building Security,Security Costs,45407,2200215360,1011,Redacted - Operational
Hampshire & Isle of Wight Constabulary,Estate Building Security,Security Costs,45411,2200215419,1135,Redacted - Operational
Hampshire & Isle of Wight Constabulary,Estate Building Security,Security Costs,45411,2200215420,1790.5,Redacted - Operational
Hampshire & Isle of Wight Constabulary,"Estate Renewal, Decomm & Disposal",Hired and Contracted Services,45393,3110121815,29980,One Time Vendor
Hampshire & Isle of Wight Constabulary,Evidence Management,Equipment,45386,2200213970,1691.16,WA PRODUCTS Trading as Scenesafe
Hampshire & Isle of Wight Constabulary,Evidence Management,Other Services,45400,2200214864,920,CTS (GB) Ltd
Hampshire & Isle of Wight Constabulary,FAIRNESS & EQUALITY,Professional Subscriptions,45399,2200214847,5520,INCLUSIVE EMPLOYERS LTD
Hampshire & Isle of Wight Constabulary,FAIRNESS & EQUALITY,Training related expenditure,45390,2200214181,-1118,College of Policing
Hampshire & Isle of Wight Constabulary,FAREHAM POLICE STATION (FF),Non System - Electricity,45401,3110122190,2364.64,NPOWER
Hampshire & Isle of Wight Constabulary,FAREHAM POLICE STATION (FF),Non System - Gas,45401,3110122112,4552.45,TOTALENERGIES GAS & POWER LIMITED
Hampshire & Isle of Wight Constabulary,FAREHAM REACH POLICE STATION,Non System - Electricity,45393,3110121810,2180.72,CBRE Ltd
Hampshire & Isle of Wight Constabulary,FAREHAM REACH POLICE STATION,Non System - Electricity,45393,3110121811,4637.38,CBRE Ltd
Hampshire & Isle of Wight Constabulary,FAREHAM REACH POLICE STATION,Non System - Electricity,45406,3110122350,4962.29,CBRE Ltd
Hampshire & Isle of Wight Constabulary,FAREHAM REACH POLICE STATION,Non System - Electricity,45406,3110122351,2534.73,CBRE Ltd
Hampshire & Isle of Wight Constabulary,FAREHAM REACH POLICE STATION,Uniform Business Rates,45401,3500004224,1644,GOSPORT BOROUGH COUNCIL
Hampshire & Isle of Wight Constabulary,FAREHAM REACH POLICE STATION,Uniform Business Rates,45401,3500004225,3164.8,GOSPORT BOROUGH COUNCIL
Hampshire & Isle of Wight Constabulary,FAREHAM VEHICLE WORKSHOPS,Non System - Electricity,45401,3110122165,996.54,NPOWER
Hampshire & Isle of Wight Constabulary,FAREHAM VEHICLE WORKSHOPS,Non System - Gas,45401,3110122097,1479.25,TOTALENERGIES GAS & POWER LIMITED
Hampshire & Isle of Wight Constabulary,FAREHAM VEHICLE WORKSHOPS,Non System - Gas,45401,3110122098,1557.32,TOTALENERGIES GAS & POWER LIMITED
Hampshire & Isle of Wight Constabulary,Feasibility costs,Hired and Contracted Services,45390,2200214138,40420,Mace Ltd
Hampshire & Isle of Wight Constabulary,FIREARMS - ARV,Clothing and Uniforms,45393,2200214446,515,Vestguard UK
Hampshire & Isle of Wight Constabulary,FIREARMS - ARV,Equipment,45406,2200215240,885,Redacted - Operational
Hampshire & Isle of Wight Constabulary,FIREARMS - TRAINING,Drugs and Medical Supplies,45390,2200214128,901.95,Wel Medical Ltd
Hampshire & Isle of Wight Constabulary,FIREARMS - TRAINING,Equipment,45397,3110121839,574,One Time Vendor
Hampshire & Isle of Wight Constabulary,FIREARMS - TRAINING,Hire of Accommodation and Facilities,45385,2200213883,800,Alver Developments Ltd
Hampshire & Isle of Wight Constabulary,FIREARMS - TRAINING,Weaponary Supplies,45383,2200214861,3421,Redacted - Operational
Hampshire & Isle of Wight Constabulary,FIU,Equipment,45412,3110122376,2485,One Time Vendor
Hampshire & Isle of Wight Constabulary,FIU,Technical and Professional Consultant F,45387,2200214065,500,Redacted - Operational
Hampshire & Isle of Wight Constabulary,Force Chaplain,Technical and Professional Consultant F,45411,2200215425,752.09,Redacted - Personal Payment
Hampshire & Isle of Wight Constabulary,FORCE SOLICITOR,Compensation Costs,45393,3110121813,5000,One Time Vendor
Hampshire & Isle of Wight Constabulary,FORCE SOLICITOR,Compensation Costs,45393,3110121814,5000,One Time Vendor
Hampshire & Isle of Wight Constabulary,FORCE SOLICITOR,Compensation Costs,45393,3110121817,25833.33,One Time Vendor
Hampshire & Isle of Wight Constabulary,FORCE SOLICITOR,Compensation Costs,45398,3110121869,2000,One Time Vendor
Hampshire & Isle of Wight Constabulary,FORCE SOLICITOR,Compensation Costs,45401,3110122074,3500,One Time Vendor
Hampshire & Isle of Wight Constabulary,FORCE SOLICITOR,Compensation Costs,45404,3110122195,750,One Time Vendor
Hampshire & Isle of Wight Constabulary,FORCE SOLICITOR,Legal Costs,45383,2200213725,1250,12CP Barristers
Hampshire & Isle of Wight Constabulary,FORCE SOLICITOR,Legal Costs,45383,2200213724,6240,Serjeants Inn Chambers
Hampshire & Isle of Wight Constabulary,FORCE SOLICITOR,Legal Costs,45386,2200213975,2423,DWF LLP
Hampshire & Isle of Wight Constabulary,FORCE SOLICITOR,Legal Costs,45392,2200214331,2000,DWF LLP
Hampshire & Isle of Wight Constabulary,FORCE SOLICITOR,Legal Costs,45392,2200214332,559,DWF LLP
Hampshire & Isle of Wight Constabulary,FORCE SOLICITOR,Legal Costs,45392,2200214333,660,DWF LLP
Hampshire & Isle of Wight Constabulary,FORCE SOLICITOR,Legal Costs,45398,2200214720,2400,12CP Barristers
Hampshire & Isle of Wight Constabulary,FORCE SOLICITOR,Legal Costs,45398,2200214719,750,5 ESSEX COURT
Hampshire & Isle of Wight Constabulary,FORCE SOLICITOR,Legal Costs,45398,2200214696,500,Guildhall Chambers
Hampshire & Isle of Wight Constabulary,FORCE SOLICITOR,Legal Costs,45398,2200214697,500,Guildhall Chambers
Hampshire & Isle of Wight Constabulary,FORCE SOLICITOR,Legal Costs,45398,2200214711,750,Keoghs Solicitors
Hampshire & Isle of Wight Constabulary,FORCE SOLICITOR,Legal Costs,45398,3110121870,18625,One Time Vendor
Hampshire & Isle of Wight Constabulary,FORCE SOLICITOR,Legal Costs,45400,2200214877,7800,5 ESSEX COURT
Hampshire & Isle of Wight Constabulary,FORCE SOLICITOR,Legal Costs,45400,2200214889,6640.5,Serjeants Inn Chambers
Hampshire & Isle of Wight Constabulary,FORCE SOLICITOR,Legal Costs,45400,2200214890,625,Serjeants Inn Chambers
Hampshire & Isle of Wight Constabulary,FORCE SOLICITOR,Legal Costs,45401,3110122065,30504.37,One Time Vendor
Hampshire & Isle of Wight Constabulary,FORCE SOLICITOR,Legal Costs,45401,3110122075,1361.25,One Time Vendor
Hampshire & Isle of Wight Constabulary,FORCE SOLICITOR,Legal Costs,45405,2200215142,500,12CP Barristers
Hampshire & Isle of Wight Constabulary,FORCE SOLICITOR,Legal Costs,45406,2200215193,750,Guildhall Chambers
Hampshire & Isle of Wight Constabulary,FORCE SOLICITOR,Legal Costs,45406,2200215194,500,Guildhall Chambers
Hampshire & Isle of Wight Constabulary,FORCE SOLICITOR,Legal Costs,45411,2200215430,1875,DWF LLP
Hampshire & Isle of Wight Constabulary,FORCE SOLICITOR,Legal Costs,45412,3110122373,6250,One Time Vendor
Hampshire & Isle of Wight Constabulary,FORCE SOLICITOR,Legal Costs,45412,3110122384,944,One Time Vendor
Hampshire & Isle of Wight Constabulary,FORCE SOLICITOR,Legal Costs,45412,2200215460,2300,Serjeants Inn Chambers
Hampshire & Isle of Wight Constabulary,Forensic Services Head Office,Equipment,45393,2200214426,8946,MONMOUTH SCIENTIFIC
Hampshire & Isle of Wight Constabulary,Forensic Services Head Office,Forensic and pathology testing,45385,2200213867,1998.15,Redacted - Personal Payment
Hampshire & Isle of Wight Constabulary,Forensic Services Head Office,Forensic and pathology testing,45385,2200213868,1897.5,Redacted - Personal Payment
Hampshire & Isle of Wight Constabulary,Forensic Services Head Office,Forensic and pathology testing,45386,2200213971,645,Redacted - Personal Payment
Hampshire & Isle of Wight Constabulary,Forensic Services Head Office,Forensic and pathology testing,45386,2200213997,18687.8,Redacted - Personal Payment
Hampshire & Isle of Wight Constabulary,Forensic Services Head Office,Forensic and pathology testing,45391,2200214260,5957.33,Redacted - Personal Payment
Hampshire & Isle of Wight Constabulary,Forensic Services Head Office,Forensic and pathology testing,45392,2200214327,10452.31,Redacted - Personal Payment
Hampshire & Isle of Wight Constabulary,Forensic Services Head Office,Forensic and pathology testing,45392,2200214328,1661,Redacted - Personal Payment
Hampshire & Isle of Wight Constabulary,Forensic Services Head Office,Forensic and pathology testing,45392,2200214329,4561.7,Redacted - Personal Payment
Hampshire & Isle of Wight Constabulary,Forensic Services Head Office,Forensic and pathology testing,45398,2200214707,8301.8,Redacted - Personal Payment
Hampshire & Isle of Wight Constabulary,Forensic Services Head Office,Forensic and pathology testing,45399,2200214788,9267.16,Redacted - Personal Payment
Hampshire & Isle of Wight Constabulary,Forensic Services Head Office,Forensic and pathology testing,45399,2200214789,19264.77,Redacted - Personal Payment
Hampshire & Isle of Wight Constabulary,Forensic Services Head Office,Forensic and pathology testing,45399,2200214763,3497.97,Redacted - Personal Payment
Hampshire & Isle of Wight Constabulary,Forensic Services Head Office,Forensic and pathology testing,45399,2200214783,2667.5,Redacted - Personal Payment
Hampshire & Isle of Wight Constabulary,Forensic Services Head Office,Forensic and pathology testing,45399,2200214784,2475,Redacted - Personal Payment
Hampshire & Isle of Wight Constabulary,Forensic Services Head Office,Forensic and pathology testing,45399,2200214785,6189.26,Redacted - Personal Payment
Hampshire & Isle of Wight Constabulary,Forensic Services Head Office,Forensic and pathology testing,45405,2200215140,3743.81,Redacted - Personal Payment
Hampshire & Isle of Wight Constabulary,Forensic Services Head Office,Forensic and pathology testing,45405,2200215144,10184.02,Redacted - Personal Payment
Hampshire & Isle of Wight Constabulary,Forensic Services Head Office,Forensic and pathology testing,45405,2200215145,2215.78,Redacted - Personal Payment
Hampshire & Isle of Wight Constabulary,Forensic Services Head Office,Forensic and pathology testing,45405,2200215156,40910.8,Redacted - Personal Payment
Hampshire & Isle of Wight Constabulary,Forensic Services Head Office,Forensic and pathology testing,45405,2200215157,31138.29,Redacted - Personal Payment
Hampshire & Isle of Wight Constabulary,Forensic Services Head Office,Forensic and pathology testing,45405,2200215158,26872.3,Redacted - Personal Payment
Hampshire & Isle of Wight Constabulary,Forensic Services Head Office,Forensic and pathology testing,45406,2200215235,22572.55,Redacted - Personal Payment
Hampshire & Isle of Wight Constabulary,Forensic Services Head Office,Forensic and pathology testing,45406,2200215237,1006.5,Redacted - Personal Payment
Hampshire & Isle of Wight Constabulary,Forensic Services Head Office,Forensic and pathology testing,45406,2200215238,4950,Redacted - Personal Payment
Hampshire & Isle of Wight Constabulary,Forensic Services Head Office,Forensic and pathology testing,45411,2200215421,1166,Redacted - Personal Payment
Hampshire & Isle of Wight Constabulary,Forensic Services Head Office,Forensic and pathology testing,45411,2200215422,7175.3,Redacted - Personal Payment
Hampshire & Isle of Wight Constabulary,Forensic Services Head Office,Forensic and pathology testing,45411,2200215423,7640.6,Redacted - Personal Payment
Hampshire & Isle of Wight Constabulary,FORT WIDLEY MAST,Rent,45393,2200214420,1749.99,PETER ASHLEY ACTIVITY CENTRE
Hampshire & Isle of Wight Constabulary,FORT WIDLEY MAST,Uniform Business Rates,45383,3500004176,802,Portsmouth City Council
Hampshire & Isle of Wight Constabulary,FRATTON POLICE STATION (PF),Uniform Business Rates,45383,3500004174,8685,Portsmouth City Council
Hampshire & Isle of Wight Constabulary,GENERAL EXPENDITURE,Other Expenses,45405,3110122207,1913.17,Redacted - Operational
Hampshire & Isle of Wight Constabulary,GENERAL EXPENDITURE,Other Expenses,45405,3110122200,3600,United Tooling Solutions Ltd
Hampshire & Isle of Wight Constabulary,GOSPORT NPO,Uniform Business Rates,45401,3500004223,971.72,GOSPORT BOROUGH COUNCIL
Hampshire & Isle of Wight Constabulary,GOSPORT POLICE STATION (GG),Non System - Gas,45401,3110122086,1663.33,TOTALENERGIES GAS & POWER LIMITED
Hampshire & Isle of Wight Constabulary,GOSPORT POLICE STATION (GG),Non System - Gas,45401,3110122087,1529.1,TOTALENERGIES GAS & POWER LIMITED
Hampshire & Isle of Wight Constabulary,GOSPORT POLICE STATION (GG),Uniform Business Rates,45401,3500004222,3498,GOSPORT BOROUGH COUNCIL
Hampshire & Isle of Wight Constabulary,HANT TERRACE DIGI FORENSICS,Uniform Business Rates,45387,3500004196,2061.75,Portsmouth City Council
Hampshire & Isle of Wight Constabulary,Hard FM (9011),Furniture,45406,2200021100,3036.88,SHOWCASE PSR PORTSDOWN LIMITED
Hampshire & Isle of Wight Constabulary,Hard FM (9011),General Maintenance,45399,2200021024,47737.39,DM Habens The Builder Ltd
Hampshire & Isle of Wight Constabulary,HAVANT POLICE STATION (JH),Non System - Electricity,45401,3110122177,2212.48,NPOWER
Hampshire & Isle of Wight Constabulary,HAVANT POLICE STATION (JH),Non System - Gas,45390,3110121753,4450.59,TOTALENERGIES GAS & POWER LIMITED
Hampshire & Isle of Wight Constabulary,HAVANT POLICE STATION (JH),Non System - Gas,45390,3110121754,5653,TOTALENERGIES GAS & POWER LIMITED
Hampshire & Isle of Wight Constabulary,HAVANT POLICE STATION (JH),Non System - Gas,45390,3110121755,4874.99,TOTALENERGIES GAS & POWER LIMITED
Hampshire & Isle of Wight Constabulary,HAVANT POLICE STATION (JH),Non System - Gas,45390,3110121756,4554.98,TOTALENERGIES GAS & POWER LIMITED
Hampshire & Isle of Wight Constabulary,HAVANT VES,Non System - Electricity,45401,3110122169,665.99,NPOWER
Hampshire & Isle of Wight Constabulary,HCC Shared Services Offboarding,Equipment,45385,2200213854,163611,Hampshire County Council
Hampshire & Isle of Wight Constabulary,HEDGE END POLICE STATION (EH),Non System - Electricity,45401,3110122175,1003.96,NPOWER
Hampshire & Isle of Wight Constabulary,HEDGE END POLICE STATION (EH),Uniform Business Rates,45388,3500004211,4583.25,EASTLEIGH BOROUGH COUNCIL
Hampshire & Isle of Wight Constabulary,Highview Bordon NPO,Rent,45392,2200214314,5250,Keelan Westall Insurances Executive
Hampshire & Isle of Wight Constabulary,Highview Bordon NPO,Uniform Business Rates,45406,3500004231,857.5,EAST HAMPSHIRE DISTRICT COUNCIL
Hampshire & Isle of Wight Constabulary,HYTHE POLICE STATION (NH),Uniform Business Rates,45387,3500004188,7713,New Forest District Council
Hampshire & Isle of Wight Constabulary,JESIP test and excercise,Hire of Accommodation and Facilities,45407,2200215353,3946.5,ORDNANCE SURVEY
Hampshire & Isle of Wight Constabulary,Learning and Development Standards Unit,Technical and Professional Consultant F,45399,2200214781,3460,SFJ Awards
Hampshire & Isle of Wight Constabulary,Long Barn,Uniform Business Rates,45387,3500004187,3903,FAREHAM BOROUGH COUNCIL
Hampshire & Isle of Wight Constabulary,LYNDHURST POLICE STATION (NY),Non System - Electricity,45401,3110122174,1853.58,NPOWER
Hampshire & Isle of Wight Constabulary,LYNDHURST POLICE STATION (NY),Non System - Gas,45401,3110122099,2142.74,TOTALENERGIES GAS & POWER LIMITED
Hampshire & Isle of Wight Constabulary,LYNDHURST POLICE STATION (NY),Uniform Business Rates,45387,3500004191,11124,New Forest District Council
Hampshire & Isle of Wight Constabulary,Maintenance Contract & Support,Grounds Maintenance Contracts,45399,2200214782,1060,Nationwide Gritting Services
Hampshire & Isle of Wight Constabulary,Maintenance Contract & Support,Other premises related costs,45405,2200215159,19233.47,ENERVEO LIMITED
Hampshire & Isle of Wight Constabulary,Maintenance Contract & Support,Sampling and Testing,45386,2200213972,2216,Healthy Buildings International Ltd
Hampshire & Isle of Wight Constabulary,Maintenance Contract & Support,Security Costs,45399,2200214751,925,Redacted - Operational
Hampshire & Isle of Wight Constabulary,MASH SOUTHAMPTON,Rent,45405,2200215160,3075,SOUTHAMPTON CITY COUNCIL
Hampshire & Isle of Wight Constabulary,Ministry of Defence,Service Charges - Premises,45407,2200215322,50000,JMSC (Joint Maritime Security Centr
Hampshire & Isle of Wight Constabulary,MOTTISFONT COURT POLICE STATION,BID Levies,45387,3500004209,5700,WINCHESTER CITY COUNCIL
Hampshire & Isle of Wight Constabulary,MOTTISFONT COURT POLICE STATION,Non System - Electricity,45401,3110122185,12570.04,NPOWER
Hampshire & Isle of Wight Constabulary,MOTTISFONT COURT POLICE STATION,Uniform Business Rates,45387,3500004205,19456,WINCHESTER CITY COUNCIL
Hampshire & Isle of Wight Constabulary,NATIONAL LEVIES,Payments to Other PC,45397,2200214579,2000.74,PCC for Kent
Hampshire & Isle of Wight Constabulary,NATIONAL LEVIES,Payments to Other PC,45397,2200214580,28426.18,PCC for Kent
Hampshire & Isle of Wight Constabulary,NATIONAL LEVIES,Payments to Private Contractors,45385,2200213874,60000,POLICE DIGITAL SERVICE
Hampshire & Isle of Wight Constabulary,NATIONAL LEVIES,Payments to Private Contractors,45405,2200215190,170143.86,Bluelight Commercial Ltd
Hampshire & Isle of Wight Constabulary,NDORS reconciliation,Other Services,45386,2200214007,190316,UK ROEd Ltd
Hampshire & Isle of Wight Constabulary,Neighbourhoods East Head Office,Equipment,45392,2200214313,753.1,WA PRODUCTS Trading as Scenesafe
Hampshire & Isle of Wight Constabulary,Neighbourhoods East Head Office,Materials,45394,2200214514,1456,Redacted - Operational
Hampshire & Isle of Wight Constabulary,Neighbourhoods East Head Office,Materials,45400,2200214917,660,Redacted - Operational
Hampshire & Isle of Wight Constabulary,NEIGHBOURHOODS IOW HO,Equipment,45405,2200215129,702.86,DRAEGER LTD
Hampshire & Isle of Wight Constabulary,NEIGHBOURHOODS IOW HO,Hire of Accommodation and Facilities,45407,2200215355,810,Newport Congregational Church
Hampshire & Isle of Wight Constabulary,Neighbourhoods North Head Office,Animal Fees and Expenses,45384,2200213772,1308.5,Animal Care Services Midlands Ltd
Hampshire & Isle of Wight Constabulary,Neighbourhoods North Head Office,Animal Fees and Expenses,45384,2200213773,956.76,Animal Care Services Midlands Ltd
Hampshire & Isle of Wight Constabulary,Neighbourhoods North Head Office,Animal Fees and Expenses,45384,2200213774,849.52,Animal Care Services Midlands Ltd
Hampshire & Isle of Wight Constabulary,Neighbourhoods North Head Office,Animal Fees and Expenses,45384,2200213775,2305.14,Animal Care Services Midlands Ltd
Hampshire & Isle of Wight Constabulary,Neighbourhoods North Head Office,Animal Fees and Expenses,45384,2200213776,1026.01,Animal Care Services Midlands Ltd
Hampshire & Isle of Wight Constabulary,Neighbourhoods North Head Office,Animal Fees and Expenses,45384,2200213777,925.43,Animal Care Services Midlands Ltd
Hampshire & Isle of Wight Constabulary,Neighbourhoods North Head Office,Animal Fees and Expenses,45406,2200215227,11428,Redacted - Operational
