Payment Date,Description,Gross Amount,Supplier Name
 02-Feb-23,Rates,£911.00,Liverpool City Council1
 16-Feb-23,Support Staff-Temporary Staff Wages,£906.09,Redacted
 23-Feb-23,Forensic Fees - General,£906.00,Redacted
09-Feb-23,Support Staff-Temporary Staff Wages,£901.44,Reed Specialist Recruitment Ltd
 02-Feb-23,Medical Specialist,£900.00,Dr Andrew H Lister (Lister MLC Ltd)
 02-Feb-23,Medical Specialist,£900.00,Dr Andrew H Lister (Lister MLC Ltd)
09-Feb-23,Forensic Fees - General,£900.00,Redacted
09-Feb-23,Services and Legal Expenses,£900.00,Redacted
09-Feb-23,Services and Legal Expenses,£896.28, Redacted 
23-Feb-23,Building Reactive Maintenance,£894.72, Graham Asset Management Ltd 
 16-Feb-23,Training Course Fees,£887.40,College of Policing Limited
 23-Feb-23,Vehicle Parts,£887.40,Lookers Liverpool
09-Feb-23,Medical Equipment,£885.60,Amplivox Ltd
 16-Feb-23,Training Course Fees,£885.50,College of Policing Limited
 16-Feb-23,Forensic Fees - General,£884.10,Redacted
 23-Feb-23,Data Line Rentals,£882.88,Virgin Media Business (80352128)
 23-Feb-23,Training Course Fees,£882.00,Skills For Justice Awards Ltd
 16-Feb-23,Support Staff-Temporary Staff Wages,£875.23,Reed Specialist Recruitment Ltd
 16-Feb-23,Technical Equipment,£874.20,Redacted
 23-Feb-23,Electrical Reactive Maintenance,£871.09,BAM FM Ltd
 23-Feb-23,Vehicle Repairs,£870.88,Halliwell Jones Ltd
 02-Feb-23,H/W Purchases,£868.32,Sepura Limited
 23-Feb-23,Technical Equipment,£868.32,Redacted
 16-Feb-23,Support Staff-Temporary Staff Wages,£863.36,Reed Specialist Recruitment Ltd
 02-Feb-23,Comp. Operations,£859.16,Redacted
 02-Feb-23,Support Staff-Temporary Staff Wages,£855.39,Redacted
 16-Feb-23,General Subscriptions,£852.00,Redacted
 16-Feb-23,Vehicle Parts,£851.29,eStar Truck and Van Ltd
 16-Feb-23,Training Course Fees,£846.97,Beers Timber & Building Supplies
 16-Feb-23,Forensic Fees - General,£845.75,Redacted
 23-Feb-23,Electrical Reactive Maintenance,£844.80,BAM FM Ltd
09-Feb-23,Catering Service,£843.49,BFS Group Limited t/a Bidvest Foodservice
 02-Feb-23,Payment for Services,£840.00,The Fleece Hotel (Richmond) Ltd
 16-Feb-23,Training Course Fees,£840.00,Merseyside Fire & Civil Defence Auth.
23-Feb-23,Forensic Fees - General,£840.00,Redacted
 02-Feb-23,Building Reactive Maintenance,£835.66,Graham Asset Management Ltd
 16-Feb-23,Tyres & Tubes,£833.21,Michelin Tyre PLC
09-Feb-23,Training Course Fees,£830.90,College of Policing Limited
 23-Feb-23,Hired Vehicle & Plant,£825.22,Redacted
 23-Feb-23,Hired Vehicle & Plant,£825.22,Redacted
09-Feb-23,H/W Purchases,£820.08,CBC Computer Systems Ltd
23-Feb-23,Building Reactive Maintenance,£818.10, Graham Asset Management Ltd 
 16-Feb-23,Vets Fees,£817.03,Redacted
 16-Feb-23,Support Staff-Temporary Staff Wages,£815.20,Reed Specialist Recruitment Ltd
23-Feb-23,Building Reactive Maintenance,£808.20, Graham Asset Management Ltd 
23-Feb-23,Support Staff-Temporary Staff Wages,£807.85, Reed Specialist Recruitment Ltd 
 02-Feb-23,Garage Equipment,£804.00,Lookers Liverpool
 16-Feb-23,H/W Purchases,£801.60,Dell Corporation Ltd
09-Feb-23,Uniform and Clothing,£800.76,Redacted
 23-Feb-23,Equipment Purchases,£800.00,Halfords Ltd
 02-Feb-23,Support Staff-Temporary Staff Wages,£799.44,Redacted
23-Feb-23,Building Reactive Maintenance,£796.67, Graham Asset Management Ltd 
09-Feb-23,Payment for Services,£795.00,Print Media Ltd
 23-Feb-23,Vehicle Parts,£792.36,Redacted
 16-Feb-23,Vehicle Parts,£791.50,Halliwell Jones Ltd
09-Feb-23,Forensic Fees - General,£789.24,Redacted
 16-Feb-23,Electrical Reactive Maintenance,£785.40,BAM FM Ltd
 16-Feb-23,Support Staff-Temporary Staff Wages,£783.82,Reed Specialist Recruitment Ltd
 02-Feb-23,Building Reactive Maintenance,£780.00,LCM Environmental Services Limited
09-Feb-23,Catering Service,£776.40,Liverpool Coffee Roasters Ltd
 23-Feb-23,Vehicle Parts,£774.68,Halliwell Jones Ltd
 16-Feb-23,Vehicle Parts,£770.82,Halliwell Jones Ltd
09-Feb-23,Support Staff-Temporary Staff Wages,£766.49,Reed Specialist Recruitment Ltd
 16-Feb-23,Technical Equipment,£766.20,Redacted
09-Feb-23,Payment for Services,£766.08,Warehouse Express Ltd t/a Wex Photographic
 16-Feb-23,Medical Counselling,£765.00,Redacted
 23-Feb-23,Vehicle Repairs,£762.00,Redacted
 16-Feb-23,Support Staff-Temporary Staff Wages,£761.71,Reed Specialist Recruitment Ltd
 22-Feb-23,Direct Transport Costs,£758.90,Allstar
 02-Feb-23, Support Staff-Temporary Staff Wages ,£757.61,Reed Specialist Recruitment Ltd
 16-Feb-23,Support Staff-Temporary Staff Wages,£757.61,Reed Specialist Recruitment Ltd
 16-Feb-23,Support Staff-Temporary Staff Wages,£757.61,Redacted
23-Feb-23,Support Staff-Temporary Staff Wages,£757.61, Reed Specialist Recruitment Ltd 
 23-Feb-23,Payment for Services,£754.27,Siemens Plc (Building Technologies)
09-Feb-23,Support Staff-Temporary Staff Wages,£743.08,Reed Specialist Recruitment Ltd
 02-Feb-23,Services and Legal Expenses,£739.20,Redacted
 16-Feb-23,Electrical Reactive Maintenance,£739.01,BAM FM Ltd
 16-Feb-23,Vehicle Parts,£738.50,Liverpool TPS (108631)
 23-Feb-23,Furniture Purchases,£737.46,Posturite (UK) Ltd
 02-Feb-23,Hired Vehicle & Plant,£737.18,Redacted
 23-Feb-23,Electrical Reactive Maintenance,£736.09,BAM FM Ltd
09-Feb-23,Vehicle Crash Repairs,£732.66,Premier Automotive Ltd (Kia)
 02-Feb-23,Payment for Services,£730.64,BFS Group Limited t/a Bidvest Foodservice
 16-Feb-23,Tyres & Tubes,£727.32,ATS Euromaster Ltd
 23-Feb-23,Forensic Fees - General,£727.20,Redacted
 23-Feb-23,Vehicle Parts,£726.54,Euro Car Parts Ltd - Liverpool
 23-Feb-23,Payment for Services,£723.23,M&J Distributors Ltd
 16-Feb-23,Support Staff-Temporary Staff Wages,£718.82,Reed Specialist Recruitment Ltd
 16-Feb-23,Support Staff-Temporary Staff Wages,£718.29,Redacted
 16-Feb-23,Support Staff-Temporary Staff Wages,£718.29,Reed Specialist Recruitment Ltd
 02-Feb-23,Cleaning Equipment,£717.36,Arrow County Supplies
 02-Feb-23,Cleaning and Domestic Supplies,£717.36,Arrow County Supplies
 16-Feb-23,Support Staff-Temporary Staff Wages,£713.63,Reed Specialist Recruitment Ltd
 02-Feb-23,Cleaning and Domestic Supplies,£713.46,Arrow County Supplies
 02-Feb-23,Cleaning and Domestic Supplies,£713.46,Redacted
 02-Feb-23,Cleaning and Domestic Supplies,£707.92,Nilfisk-Advance Ltd
 02-Feb-23,Vehicle Parts,£707.78,Premier Automotive Ltd (Kia)
23-Feb-23,Forensic Fees - General,£707.16,Redacted
09-Feb-23,Support Staff-Temporary Staff Wages,£703.47,Reed Specialist Recruitment Ltd
09-Feb-23,Data Network,£700.00,BT Global Services Solutions
 02-Feb-23,Support Staff-Temporary Staff Wages,£698.49,Redacted
 02-Feb-23,Intermediary Costs,£695.75,Redacted
 02-Feb-23,Support Staff-Temporary Staff Wages,£695.49,Reed Specialist Recruitment Ltd
 02-Feb-23,Support Staff-Temporary Staff Wages,£695.49,Reed Specialist Recruitment Ltd
 02-Feb-23,Support Staff-Temporary Staff Wages,£695.49,Reed Specialist Recruitment Ltd
 02-Feb-23,Support Staff-Temporary Staff Wages,£695.49,Reed Specialist Recruitment Ltd
 02-Feb-23,Support Staff-Temporary Staff Wages,£695.49,Reed Specialist Recruitment Ltd
 02-Feb-23,Support Staff-Temporary Staff Wages,£695.49,Reed Specialist Recruitment Ltd
 02-Feb-23,Support Staff-Temporary Staff Wages,£695.49,Reed Specialist Recruitment Ltd
 02-Feb-23,Support Staff-Temporary Staff Wages,£695.49,Reed Specialist Recruitment Ltd
 02-Feb-23,Support Staff-Temporary Staff Wages,£695.49,Reed Specialist Recruitment Ltd
 16-Feb-23,Forensic Fees - General,£694.84,Redacted
 23-Feb-23,Technical Equipment,£694.19,Redacted
 16-Feb-23,Catering Service,£693.77,BFS Group Limited t/a Bidvest Foodservice
09-Feb-23,Services and Legal Expenses,£693.00,Redacted
09-Feb-23,Telecommunications,£692.75,Gamma Telecom Ltd
23-Feb-23,Building Reactive Maintenance,£692.56, Graham Asset Management Ltd 
09-Feb-23,Vehicle Crash Repairs,£692.40,National Windscreens (J Huggins & Son Ltd)
09-Feb-23,Cleaning and Domestic Supplies,£692.30,Arrow County Supplies
09-Feb-23,Training Course Fees,£690.00,National Crime Agency (NCA)
09-Feb-23,Training Course Fees,£690.00,Redacted
 16-Feb-23,Training Course Fees,£690.00,National Crime Agency (NCA)
 16-Feb-23,Training Course Fees,£690.00,Helston Forensics
 16-Feb-23,Training Course Fees,£690.00,Helston Forensics
23-Feb-23,Support Staff-Temporary Staff Wages,£685.71, Reed Specialist Recruitment Ltd 
09-Feb-23,Payment for Services,£683.10,Redacted
16-Feb-23,Payment for Services,£680.52, Knowsley Chamber of Commerce 
 02-Feb-23,Medical Equipment,£680.45,Redacted
 02-Feb-23,Support Staff-Temporary Staff Wages,£678.94,Reed Specialist Recruitment Ltd
23-Feb-23,Building Reactive Maintenance,£677.77, Graham Asset Management Ltd 
 16-Feb-23,Consultants Fees,£677.12,Redacted
 23-Feb-23,Training Course Fees,£676.80,Vitalograph Ltd
09-Feb-23,Mechanical Reactive Maintenance,£676.54,Redacted
09-Feb-23,Consultants Fees,£675.60,Redacted
 23-Feb-23,Training Course Fees,£675.00,Redacted
 23-Feb-23,Building Reactive Maintenance,£675.00,Graham Asset Management Ltd
 02-Feb-23,Forensic Fees - General,£673.38,Redacted
09-Feb-23,Services and Legal Expenses,£673.20,Redacted
09-Feb-23,H/W Purchases,£670.04,Dell Corporation Ltd
09-Feb-23,H/W Purchases,£670.04, Dell Corporation Ltd 
09-Feb-23,H/W Purchases,£670.04,Dell Corporation Ltd
 16-Feb-23,H/W Purchases,£670.04,Dell Corporation Ltd
 23-Feb-23,H/W Purchases,£670.04,Dell Corporation Ltd
 23-Feb-23,H/W Purchases,£670.04,Dell Corporation Ltd
 23-Feb-23,H/W Purchases,£670.04,Dell Corporation Ltd
 02-Feb-23,Catering Service,£669.14,BFS Group Limited t/a Bidvest Foodservice
 16-Feb-23,Support Staff-Temporary Staff Wages,£668.30,Hays Specialist Recruitment Ltd
09-Feb-23,Services and Legal Expenses,£666.60,Redacted
 16-Feb-23,Consultants Fees,£664.62,Experian Ltd
 16-Feb-23,Consultants Fees,£664.62,Experian Ltd
 16-Feb-23,Consultants Fees,£664.62,Experian Ltd
 16-Feb-23,Consultants Fees,£664.62,Experian Ltd
 16-Feb-23,Consultants Fees,£664.62,Experian Ltd
 23-Feb-23,Consultants Fees,£664.62,Experian Ltd
09-Feb-23,Vehicle Parts,£660.85,Liverpool TPS (108631)
09-Feb-23, Consultants Fees ,£660.00,Emotionally Wealthy People Freyja Theaker
 16-Feb-23,Mechanical Reactive Maintenance,£660.00,BAM FM Ltd
 16-Feb-23,Electrical Reactive Maintenance,£660.00,Redacted
23-Feb-23,Support Staff-Temporary Staff Wages,£652.73, Reed Specialist Recruitment Ltd 
 23-Feb-23,Catering Service,£652.16,BFS Group Limited t/a Bidvest Foodservice
 02-Feb-23,Call Charges,£649.99,Redacted
23-Feb-23,Support Staff-Temporary Staff Wages,£649.07, Hays Specialist Recruitment Ltd 
 02-Feb-23,Medical Specialist,£648.00,Gel Ltd t/a Healthwork
 16-Feb-23,Payment for Services,£648.00,Excel Outdoors Limited
 23-Feb-23,Medical Equipment,£646.69,UK Tactical
 02-Feb-23,Hired Vehicle & Plant,£646.13,Arnold Clark Finance Ltd
 16-Feb-23,Hired Vehicle & Plant,£646.13,Arnold Clark Finance Ltd
02-Feb-23, Building Reactive Maintenance ,£643.52,Graham Asset Management Ltd
09-Feb-23,Vehicle Crash Repairs,£642.79,Halliwell Jones Ltd
09-Feb-23,Operational Equipment,£640.80,Redacted
 02-Feb-23,Support Staff-Temporary Staff Wages,£639.63,Reed Specialist Recruitment Ltd
 02-Feb-23,Technical Equipment,£638.40,Redacted
 16-Feb-23,Electrical Reactive Maintenance,£635.35,Redacted
 02-Feb-23, Medical Equipment ,£633.12,Aero Healthcare Limited
09-Feb-23,Mechanical Reactive Maintenance,£631.26,Redacted
09-Feb-23,Training Course Fees,£630.00,Inn Confidence Ltd
 16-Feb-23,Services and Legal Expenses,£630.00,Redacted
 16-Feb-23,Electrical Reactive Maintenance,£626.24,Redacted
 02-Feb-23,Uniform and Clothing,£625.85,Wm Sugden & Sons Ltd
 02-Feb-23,Tyres & Tubes,£623.14,ATS Euromaster Ltd
 02-Feb-23,Cleaning and Domestic Supplies,£622.38,Arrow County Supplies
 02-Feb-23,Vehicle Parts,£620.81,Ford Motor Company T/A Ford Parts Plus
 02-Feb-23, Vehicle Crash Repairs ,£620.40,National Windscreens (J Huggins & Son Ltd)
09-Feb-23,Hired Vehicle & Plant,£618.58,Arnold Clark Finance Ltd
 23-Feb-23,Hired Vehicle & Plant,£618.58,Redacted
 23-Feb-23,Hired Vehicle & Plant,£618.58,Redacted
 23-Feb-23,Locksmith Reactive Maintenance,£616.81,J.G. Eckersall
09-Feb-23,Forensic Fees - General,£616.68,Redacted
 16-Feb-23,H/W Purchases,£614.83,SCC Specialist Computer Centres PLC
 02-Feb-23,Building Reactive Maintenance,£612.96,Graham Asset Management Ltd
 01-Feb-23,Services and Legal Expenses,£612.12,Allstar
09-Feb-23,Medical Equipment,£612.00,Aero Healthcare Limited
 02-Feb-23,Vehicle Parts,£611.94,Lookers Liverpool
 23-Feb-23,Catering Service,£607.05,BFS Group Limited t/a Bidvest Foodservice
23-Feb-23,Vehicle Parts,£606.22, Robins & Day Parts North West 
 16-Feb-23,Temp Staff Overtime,£603.46,Reed Specialist Recruitment Ltd
 16-Feb-23,Temp Staff Overtime,£603.46,Reed Specialist Recruitment Ltd
 23-Feb-23,Payment for Services,£602.40,Redacted
23-Feb-23, Payment for Services ,£602.40,Countrywide Grounds Maintenance Ltd
 02-Feb-23,Outsourced Contractors,£600.00,PS Administration Ltd (T/A XPS Administration)
09-Feb-23,Operational Equipment,£600.00,Redacted
09-Feb-23,Operational Equipment,£600.00,Redacted
 16-Feb-23,Mechanical Reactive Maintenance,£598.97,BAM FM Ltd
09-Feb-23,Forensic Fees - General,£598.44,Redacted
 16-Feb-23,Electrical Reactive Maintenance,£598.08,BAM FM Ltd
09-Feb-23,Training Course Fees,£597.60,Redacted
09-Feb-23,Support Staff-Temporary Staff Wages,£595.58,Reed Specialist Recruitment Ltd
 02-Feb-23,Locksmith Reactive Maintenance,£594.00,J.G. Eckersall
 02-Feb-23,H/W Purchases,£593.22,Softcat Ltd
09-Feb-23,Support Staff-Temporary Staff Wages,£592.73,Reed Specialist Recruitment Ltd
 23-Feb-23,Vehicle Parts,£591.55,Redacted
 23-Feb-23,Comp. Operations,£591.44,Softcat Ltd
23-Feb-23,Firearms,£590.10, Redacted 
 02-Feb-23,Support Staff-Temporary Staff Wages,£589.70,Hays Specialist Recruitment Ltd
09-Feb-23,Vehicle Repairs,£589.32,Redacted
 02-Feb-23,Support Staff-Temporary Staff Wages,£588.16,Reed Specialist Recruitment Ltd
09-Feb-23,Services and Legal Expenses,£587.40,Redacted
09-Feb-23,Support Staff-Temporary Staff Wages,£587.10,Reed Specialist Recruitment Ltd
09-Feb-23,Support Staff-Temporary Staff Wages,£587.10,Reed Specialist Recruitment Ltd
09-Feb-23,Support Staff-Temporary Staff Wages,£587.10,Reed Specialist Recruitment Ltd
09-Feb-23,Support Staff-Temporary Staff Wages,£587.10,Reed Specialist Recruitment Ltd
09-Feb-23,Support Staff-Temporary Staff Wages,£587.10,Reed Specialist Recruitment Ltd
 16-Feb-23,Forensic Fees - General,£587.04,Redacted
09-Feb-23,Vehicle Parts,£585.06,eStar Truck and Van Ltd
09-Feb-23,Medical Counselling,£585.00,Redacted
 16-Feb-23,Comp. Consumeables,£584.52,Redacted
23-Feb-23,Vehicle Crash Repairs,£583.58, National Windscreens (J Huggins & Son Ltd) 
 03-Feb-23,Printing and Stationery,£583.00,HM Courts & Tribunals Service
 02-Feb-23, Support Staff-Temporary Staff Wages ,£582.12,Reed Specialist Recruitment Ltd
 23-Feb-23,Electrical Reactive Maintenance,£581.76,BAM FM Ltd
 16-Feb-23,Vehicle Crash Repairs,£580.79,National Windscreens (J Huggins & Son Ltd)
 16-Feb-23,Vehicle Crash Repairs,£580.79,National Windscreens (J Huggins & Son Ltd)
23-Feb-23,Support Staff-Temporary Staff Wages,£580.64, Reed Specialist Recruitment Ltd 
 23-Feb-23,Training Course Fees,£580.00,Redacted
 02-Feb-23,Vehicle Parts,£578.45,Euro Car Parts Ltd - Liverpool
 23-Feb-23,Electrical Reactive Maintenance,£577.84,BAM FM Ltd
 23-Feb-23,Technical Equipment,£577.50,Redacted
 02-Feb-23,Building Reactive Maintenance,£576.08,Graham Asset Management Ltd
 16-Feb-23,Vehicle Modifications,£576.00,Redacted
 02-Feb-23,Maintenance of Dogs,£575.40,Robinson Gale-Tash UK Limited
09-Feb-23,Training Course Fees,£575.00,Durham Constabulary
 02-Feb-23,Services and Legal Expenses,£574.20,Redacted
 02-Feb-23,Support Staff-Temporary Staff Wages,£573.98,Reed Specialist Recruitment Ltd
 16-Feb-23,Vehicle Police Equipment,£572.74,Standby RSG UK Ltd
 02-Feb-23,Support Staff-Temporary Staff Wages,£571.70,Reed Specialist Recruitment Ltd
 02-Feb-23,Hired Vehicle & Plant,£568.22,Arnold Clark Finance Ltd
 02-Feb-23,Support Staff-Temporary Staff Wages,£566.26,Reed Specialist Recruitment Ltd
 02-Feb-23,Support Staff-Temporary Staff Wages,£566.18,Reed Specialist Recruitment Ltd
 02-Feb-23,Support Staff-Temporary Staff Wages,£565.16,Reed Specialist Recruitment Ltd
 23-Feb-23,Cleaning and Domestic Supplies,£562.75,Arrow County Supplies
 16-Feb-23,Support Staff-Temporary Staff Wages,£560.87,Hays Specialist Recruitment Ltd
 02-Feb-23,Internet,£559.20,Infrasys Ltd
 02-Feb-23,Operational Equipment,£558.60,Redacted
 16-Feb-23,Support Staff-Temporary Staff Wages,£557.58,Reed Specialist Recruitment Ltd
 16-Feb-23,Support Staff-Temporary Staff Wages,£556.20,Reed Specialist Recruitment Ltd
 23-Feb-23,Uniform and Clothing,£556.20,Redacted
 23-Feb-23,Forensic Fees - General,£555.00,Redacted
 23-Feb-23,Prisoner Meals,£554.94,Bunzl Catering Supplies
23-Feb-23,Training Course Fees,£553.50, Redacted 
 16-Feb-23,Electrical Reactive Maintenance,£551.63,BAM FM Ltd
 23-Feb-23,Vehicle Parts,£549.43,Lookers Liverpool
09-Feb-23,Medical Equipment,£549.00,Healthmed Supplies
 02-Feb-23,Support Staff-Temporary Staff Wages,£548.22,Redacted
 02-Feb-23,Support Staff-Temporary Staff Wages,£546.88,Reed Specialist Recruitment Ltd
 16-Feb-23,Uniform and Clothing,£546.72,Redacted
09-Feb-23,Tyres & Tubes,£546.59,Michelin Tyre PLC
 08-Feb-23,Direct Transport Costs,£544.07,Allstar
 23-Feb-23,Locksmith Customer Spend,£544.01,J.G. Eckersall
23-Feb-23,Building Reactive Maintenance,£542.70, Graham Asset Management Ltd 
 23-Feb-23,Building Reactive Maintenance,£538.20,Redacted
 23-Feb-23,Payment for Services,£537.60,Transoft Solutions (UK) Ltd
 23-Feb-23,Vehicle Parts,£536.27,Halliwell Jones Ltd
23-Feb-23,Building Reactive Maintenance,£534.60, Graham Asset Management Ltd 
09-Feb-23,Vehicle Crash Repairs,£533.84,Redacted
 23-Feb-23,Firearms,£529.44, Redacted 
09-Feb-23,Printing Stationery & Office Exps.,£528.00,Redacted
 02-Feb-23,Electrical Reactive Maintenance,£527.28,BAM FM Ltd
09-Feb-23,Vehicle Parts,£525.64,eStar Truck and Van Ltd
09-Feb-23,Vehicle Parts,£525.64,eStar Truck and Van Ltd
 16-Feb-23,Vehicle Parts,£525.64,eStar Truck and Van Ltd
 23-Feb-23,Training Course Fees,£525.50,Redacted
23-Feb-23,Technical Equipment,£525.46,Redacted
09-Feb-23,Stable Requirements,£525.00,North West Farrier Services Ltd
23-Feb-23,Support Staff-Temporary Staff Wages,£522.67, Reed Specialist Recruitment Ltd 
 16-Feb-23,Electrical Reactive Maintenance,£522.47,BAM FM Ltd
 02-Feb-23,Support Staff-Temporary Staff Wages,£522.15,Reed Specialist Recruitment Ltd
 23-Feb-23,Training Course Fees,£522.00,Redacted
 08-Feb-23,Services and Legal Expenses,£520.66,Allstar
 02-Feb-23,Miscellaneous Contributions,£520.02,Police & Crime Commissioner for Suffolk
09-Feb-23,Payment for Services,£517.50,Redacted
09-Feb-23,Payment for Services,£517.50,Redacted
09-Feb-23,Comp. Operations,£516.00,Redacted
 23-Feb-23,Training Course Fees,£515.00,Redacted
 23-Feb-23,Training Course Fees,£515.00,Redacted
 23-Feb-23,Mechanical Reactive Maintenance,£514.80,BAM FM Ltd
 23-Feb-23,Mechanical Reactive Maintenance,£514.80,Redacted
09-Feb-23,Forensic Fees - General,£513.36,Redacted
 02-Feb-23,Vehicle Repairs,£513.18,A P Fleet Services Ltd
09-Feb-23,Vehicle Parts,£513.16,Ford Motor Company T/A Ford Parts Plus
 02-Feb-23,Mechanical Reactive Maintenance,£512.86,BAM FM Ltd
 16-Feb-23,Vehicle Parts,£511.93,Lookers Liverpool
09-Feb-23,Catering Service,£511.72,BFS Group Limited t/a Bidvest Foodservice
23-Feb-23,Building Reactive Maintenance,£511.25, Graham Asset Management Ltd 
 02-Feb-23,Building Reactive Maintenance,£511.18,Graham Asset Management Ltd
 02-Feb-23,Building Reactive Maintenance,£510.65,Graham Asset Management Ltd
 16-Feb-23,Event Costs,£508.50,Creative Photography
 16-Feb-23,Electrical Reactive Maintenance,£507.43,Redacted
 02-Feb-23,Hired Vehicle & Plant,£506.69,Arnold Clark Finance Ltd
 02-Feb-23,Hired Vehicle & Plant,£506.69,Arnold Clark Finance Ltd
 02-Feb-23,Hired Vehicle & Plant,£506.69,Arnold Clark Finance Ltd
 02-Feb-23,Hired Vehicle & Plant,£506.69,Arnold Clark Finance Ltd
 02-Feb-23,Hired Vehicle & Plant,£506.69,Arnold Clark Finance Ltd
 02-Feb-23,Hired Vehicle & Plant,£506.69,Arnold Clark Finance Ltd
 02-Feb-23, Hired Vehicle & Plant ,£506.69,Arnold Clark Finance Ltd
 02-Feb-23,Hired Vehicle & Plant,£506.69,Arnold Clark Finance Ltd
 02-Feb-23,Hired Vehicle & Plant,£506.69,Arnold Clark Finance Ltd
 02-Feb-23,Hired Vehicle & Plant,£506.69,Arnold Clark Finance Ltd
 02-Feb-23,Hired Vehicle & Plant,£506.69,Arnold Clark Finance Ltd
 02-Feb-23,Hired Vehicle & Plant,£506.69,Arnold Clark Finance Ltd
 02-Feb-23,Hired Vehicle & Plant,£506.69,Arnold Clark Finance Ltd
 02-Feb-23,Hired Vehicle & Plant,£506.69,Arnold Clark Finance Ltd
 02-Feb-23,Hired Vehicle & Plant,£506.69,Arnold Clark Finance Ltd
 02-Feb-23,Hired Vehicle & Plant,£506.69,Arnold Clark Finance Ltd
 02-Feb-23,Hired Vehicle & Plant,£506.69,Arnold Clark Finance Ltd
 02-Feb-23,Hired Vehicle & Plant,£506.69,Arnold Clark Finance Ltd
 02-Feb-23,Hired Vehicle & Plant,£506.69,Arnold Clark Finance Ltd
 02-Feb-23,Hired Vehicle & Plant,£506.69,Arnold Clark Finance Ltd
 02-Feb-23,Hired Vehicle & Plant,£506.69,Arnold Clark Finance Ltd
 02-Feb-23,Hired Vehicle & Plant,£506.69,Arnold Clark Finance Ltd
 02-Feb-23,Hired Vehicle & Plant,£506.69,Arnold Clark Finance Ltd
 02-Feb-23,Hired Vehicle & Plant,£506.69,Arnold Clark Finance Ltd
 02-Feb-23,Hired Vehicle & Plant,£506.69,Arnold Clark Finance Ltd
 02-Feb-23,Hired Vehicle & Plant,£506.69,Arnold Clark Finance Ltd
 02-Feb-23,Hired Vehicle & Plant,£506.69, Arnold Clark Finance Ltd 
 02-Feb-23,Hired Vehicle & Plant,£506.69,Arnold Clark Finance Ltd
 02-Feb-23,Hired Vehicle & Plant,£506.69,Arnold Clark Finance Ltd
 02-Feb-23,Hired Vehicle & Plant,£506.69,Arnold Clark Finance Ltd
 02-Feb-23,Hired Vehicle & Plant,£506.69,Arnold Clark Finance Ltd
 02-Feb-23,Hired Vehicle & Plant,£506.69,Arnold Clark Finance Ltd
09-Feb-23,Hired Vehicle & Plant,£506.69,Arnold Clark Finance Ltd
09-Feb-23,Hired Vehicle & Plant,£506.69,Arnold Clark Finance Ltd
 16-Feb-23,Hired Vehicle & Plant,£506.69,Arnold Clark Finance Ltd
 16-Feb-23,Hired Vehicle & Plant,£506.69,Arnold Clark Finance Ltd
 16-Feb-23,Hired Vehicle & Plant,£506.69,Arnold Clark Finance Ltd
 16-Feb-23,Hired Vehicle & Plant,£506.69,Arnold Clark Finance Ltd
 16-Feb-23,Hired Vehicle & Plant,£506.69,Arnold Clark Finance Ltd
 16-Feb-23,Hired Vehicle & Plant,£506.69,Arnold Clark Finance Ltd
 16-Feb-23,Hired Vehicle & Plant,£506.69,Arnold Clark Finance Ltd
 23-Feb-23,Hired Vehicle & Plant,£506.69,Arnold Clark Finance Ltd
 23-Feb-23,Hired Vehicle & Plant,£506.69,Arnold Clark Finance Ltd
 23-Feb-23,Hired Vehicle & Plant,£506.69,Arnold Clark Finance Ltd
 23-Feb-23,Hired Vehicle & Plant,£506.69,Arnold Clark Finance Ltd
 23-Feb-23,Hired Vehicle & Plant,£506.69,Arnold Clark Finance Ltd
23-Feb-23,Building Reactive Maintenance,£506.26, Graham Asset Management Ltd 
 02-Feb-23,Building Reactive Maintenance,£505.72,Graham Asset Management Ltd
 16-Feb-23,Mechanical Reactive Maintenance,£504.07,BAM FM Ltd
09-Feb-23,Services and Legal Expenses,£504.00,Redacted
09-Feb-23,Tyres & Tubes,£503.52,ATS Euromaster Ltd
 23-Feb-23,Maintenance of Dogs,£502.80,Redacted
 16-Feb-23,Furniture Purchases,£502.75,Manutan
 23-Feb-23,Payment for Services,£502.00,Redacted
 02-Feb-23,Uniforms,£500.00,The Hearing Lab Store
