Supplier Name,Invoiced Fiscal Day Date,Amount Paid Excluding VAT,Subjective Description
5 Essex Chambers,04/03/2025,"£2,340.00",Counsel Fees
5 Essex Chambers,12/03/2025,"£4,840.00",Counsel Fees
7br,06/03/2025,"£1,105.00",Public Liability
Aah Pharmaceuticals Limited,28/02/2025,"£1,169.28",Hepatitis B
Admiral Insurance,21/03/2025,"£9,791.44",Vehicle Insurance
Aero Healthcare,25/02/2025,£675.71,First Aid Equipment / Consumables
Agiito Limited,06/02/2025,"£2,698.36",Hotel Accommodation
Agiito Limited,12/02/2025,"£1,268.75",Hotel Accommodation
Agiito Limited,19/02/2025,"£4,832.46",Public Transport
Agiito Limited,20/02/2025,"£3,703.48",Hotel Accommodation
Agiito Limited,27/02/2025,"£5,612.09",Hotel Accommodation
Agiito Limited,28/02/2025,"£2,575.15",Public Transport
Airbox Systems Limited,12/02/2025,"£31,623.00",Software - Maintenance
Allstar Business Solutions,15/02/2025,"£51,146.49",Vehicle Fuel
Allstar Business Solutions,28/02/2025,"£45,915.03",Vehicle Fuel
Allstar Business Solutions,15/03/2025,"£54,488.40",Vehicle Fuel
Allwag Promotions Limited,17/02/2025,£555.00,Promotional material
Amr Electrical Services Limited,17/02/2025,"£12,314.94",Building Minor Works
Amr Mechanical Services Limited,05/02/2025,"£9,212.92",Maintenance
Anglia Ruskin University,19/02/2025,"£20,264.59",DHEP Training Costs
Anglian Water Business,11/02/2025,"£5,290.23",Utilities
Ans Group Limited,17/02/2025,"£2,972.61",Data - Consultancy - Implementation
Ans Group Limited,25/02/2025,"£35,089.89",Data - Consultancy - Implementation
Apex Signs And Engraving Limited,26/02/2025,£630.50,PFI Accommodation Moves
Arktis Limited,06/02/2025,"£3,131.64",Clothing and Uniforms
Arktis Limited,13/02/2025,"£1,565.00",Clothing and Uniforms
Aspen Int Limited,11/09/2024,"£3,015.80",Clothing and Uniforms
"AVR GROUP LIMITED T/A
ALERTCOM",01/02/2025,"£2,045.50",Telecom Forensics
"AVR GROUP LIMITED T/A
ALERTCOM",01/03/2025,"£1,725.00",Telecom Forensics
Axon Public Safety UK Limited,27/02/2025,"£8,946.00",Clothing and Uniforms
Ballicom Limited,06/02/2025,£916.00,Hardware - purchase
"Barrack Street Developments
Limited",10/02/2025,£521.25,Rent
Bennett Safetywear Limited,07/02/2025,"£1,674.00",Clothing and Uniforms
Besa Publications Limited,26/02/2025,"£2,880.00",Subscriptions
Brattonsound Engineering Limited,17/03/2025,£992.25,"Furniture, Fixtures and Fittings"
British Telecommunications Plc,15/02/2025,"£1,942.17",Intruder Alarms
British Telecommunications Plc,26/02/2025,"£2,100.00",Subscriber Telephone Details
Buffalo Systems Limited,29/01/2025,"£3,147.20",Clothing and Uniforms
"Busseys And Sabberton Bros
Limited",25/02/2025,£560.37,Vehicle Repairs
Capsticks Solicitors LLP,29/11/2024,£672.05,Legal Costs
"Carmar Consultants – The
Professional Standard Limited",25/03/2025,"£2,018.93",External Training Course
Cassandra Andrews Limited,16/01/2025,"£2,865.00",External Training Course
CBRE Managed Services Limited,31/01/2025,"£7,012.88",Grounds & Caretaking Contract
Ccs Media Limited,05/02/2025,"£1,080.00",Hardware
"Cdsm Interactive Solutions
Limited (Thinqi)",10/03/2025,"£8,000.00",Software - Maintenance
Cellmark Limited,28/02/2025,"£1,092.20",Forensic Analysis
Certas Energy,21/02/2025,£867.75,Heating Fuel Oil
Certas Energy,19/03/2025,£993.59,Heating Fuel Oil
Chaplin Farrant Limited,31/01/2025,"£3,949.87",Building Works
Chaplin Farrant Limited,28/02/2025,"£17,184.00",Building Works
Christian Police Association,04/03/2025,£650.00,Conference and Seminar Fees
Citysprint (Uk) Limited,31/01/2025,£710.84,Network Services
Civil Nuclear Constabulary,07/08/2024,"£17,200.00",External Training Course
Cj Austin And Sons,14/03/2025,"£5,000.00",Rent
Cleartone Telecoms Limited,27/02/2025,"£14,691.00",Hardware
Clermont Direct Limited,04/02/2025,£758.95,Clothing and Uniforms
Cloudbreak Analysis Limited,23/02/2025,"£3,200.00",External Training Course
CMS Distribution Limited,13/02/2025,"£7,376.83",Furniture and Fittings
Cobuild Norfolk Limited,23/01/2025,"£1,897.12",Maintenance
College Of Policing,04/02/2025,"£4,498.80",Assessment Centres
College Of Policing,09/02/2025,"£7,123.10",Assessment Centres
College Of Policing,12/02/2025,"£3,107.00",External Training Course
College Of Policing,20/02/2025,"£3,278.00",External Training Course
Constant Cooling Limited,31/01/2025,"£2,371.14",Maintenance
Cooks Blinds And Shutters Limited,20/02/2025,£591.80,Maintenance
D.Tec International Limited,10/02/2025,"£7,537.50",Drug Wipes
Davies Group Limited,26/02/2025,"£1,166.67",Vehicle Insurance
"Dell Computer Corporation
Limited",21/02/2025,"£1,960.00",Hardware
"Dell Computer Corporation
Limited",28/02/2025,"£7,570.90",Hardware
Dewva,18/02/2025,"£1,820.00",Drugs Fund
Digital Devices Limited,07/02/2025,"£1,254.85",Hardware - purchase
Digital Devices Limited,13/02/2025,"£1,400.77",Hardware
Digital Photo Solutions Limited,14/02/2025,£654.00,Forensic Analysis
Douglas Gill International Limited,27/02/2025,£940.00,Marine Unit Maintenance Costs
Dwp Debt Management,21/11/2024,£744.00,Public Liability
E Rand & Sons Limited,31/01/2025,"£1,450.00",Maintenance
"East Fire Extinguisher And Alarms
Uk Limited",26/03/2024,"£2,129.24",Maintenance
"East Fire Extinguisher And Alarms
Uk Limited",30/08/2024,"£2,807.24",Maintenance
Eastern Security Systems Limited,10/02/2025,"£1,785.00",Maintenance
Eastern Security Systems Limited,25/02/2025,"£1,540.10",Building Minor Works
Ecco Safety Group Uk Limited,07/02/2025,£810.58,Vehicles - Spares
Eddisons Commercial Limited,25/11/2024,"£17,900.00",Consultant Estates Fees
Edmundson Electrical Limited,18/02/2025,£890.00,External Training Course
Edmundson Electrical Limited,28/02/2025,"£17,468.50",Telephony Equipment
Ee Limited,19/02/2025,"£8,901.54",Mobile Phone Contract Cost
Enterprise Rent-A-Car,17/02/2025,£624.40,Long Term Hire of Vehicles
Enterprise Rent-A-Car,17/02/2025,£624.40,Long Term Hire of Vehicles
Enterprise Rent-A-Car,28/02/2025,£790.68,Long Term Hire of Vehicles
Ernst And Young Llp,21/02/2025,"£11,170.75",External Audit Fee
Ernst And Young Llp,04/03/2025,"£11,170.75",External Audit Fee
Fenners Chambers,11/03/2025,£750.00,Counsel Fees
Firmin And Sons Limited,13/02/2025,"£1,710.98",Clothing and Uniforms
"First Eastern Counties Buses
Limited",25/02/2025,"£1,350.00",Detained Persons - Costs
Fma,28/02/2025,"£17,250.00",FMA Services
Fmg Repair Services Limited,05/02/2025,"£4,060.03",Vehicle Insurance
Fmg Repair Services Limited,13/02/2025,"£1,807.71",Vehicle Insurance
Fmg Repair Services Limited,18/02/2025,"£1,539.31",Vehicle Insurance
Fmg Repair Services Limited,26/02/2025,£857.17,Vehicle Insurance
Fmg Repair Services Limited,27/02/2025,"£3,782.84",Vehicle Insurance
Footsure Western Limited,25/02/2025,"£1,791.00",Clothing and Uniforms
"Ford Motor Company Limited T/A
Parts Plus",07/02/2025,£675.20,Vehicles - Spares
Foster And Freeman Limited,24/02/2025,"£27,319.95",Non IT Equipment
Fuchs Lubricants (Uk) Plc,13/02/2025,"£1,537.50",Lubricants (Oil and Grease)
Fumecare Limited,27/02/2025,"£13,972.00",Non IT Equipment
Gmk Limited,06/02/2025,"£1,605.00",Clothing and Uniforms
Gmk Limited,24/02/2025,"£1,360.00",Clothing and Uniforms
Goodyear Tyres Uk Limited,05/02/2025,£823.22,Vehicles - Tyres and Tubes
Goodyear Tyres Uk Limited,12/02/2025,£655.83,Vehicles - Tyres and Tubes
Goodyear Tyres Uk Limited,19/02/2025,"£1,165.28",Vehicles - Tyres and Tubes
Goodyear Tyres Uk Limited,26/02/2025,"£2,170.17",Vehicles - Tyres and Tubes
Gresham Office Furniture Limited,09/08/2024,"£10,993.83",Building Works
Gresham Office Furniture Limited,04/02/2025,"£3,031.50",Furniture and Fittings
Group 1 Norwich BMW,03/02/2025,£768.65,Vehicles - Spares
Group 1 Norwich BMW,19/02/2025,"£1,662.55",Vehicles - Spares
Group 1 Norwich BMW,26/02/2025,£862.93,Vehicles - Spares
Harrow Green Limited,13/02/2025,"£1,156.49",Removal Costs
Hethel Engineering Centre,26/02/2025,£661.25,Conference and Seminar Fees
Higgs Newton Kenyon Solicitors,26/02/2025,"£5,315.50",Public Liability
Home Office,13/02/2025,"£37,325.78",Telecom Forensics
Hotline Horizont Limited,21/02/2025,£816.50,Police Vehicle Sundry Equipment
Idox Software Limited,24/02/2025,"£22,946.00",Software - Maintenance
Injenuity Limited,19/02/2025,£850.00,Software - Maintenance
Inspired Energy Solutions Limited,28/02/2025,"£1,308.08",Other Energy Costs
Intaforensics Limited,20/02/2025,"£1,920.00",Telecom Forensics
"Internet Investigation Solutions
Limited",14/02/2025,"£43,596.44",Software - Maintenance
"Internet Investigation Solutions
Limited",21/02/2025,"£15,805.28",Licence Fees
Ired LIMITED,04/02/2025,"£4,200.00",Specialist Operational Equipment
"Jarrold (Property Holding
Company) Limited",10/02/2025,"£58,294.69",Rent
Jc Applications Development,21/01/2025,"£1,400.00",Professional Fees
Juma Communications Limited,03/02/2025,"£4,450.50",Radio / Airwave - Equipment
Juma Communications Limited,25/02/2025,"£1,127.65",Radio / Airwave - Equipment
"Justice Support Services (Nfk And
Sfk) Limited",01/03/2025,"£904,535.47",PFI Main Contract Payment
Keela International Limited,04/02/2025,"£4,252.70",Clothing and Uniforms
Keela International Limited,11/02/2025,"£5,187.56",Clothing and Uniforms
Keela International Limited,20/02/2025,"£4,212.85",Clothing and Uniforms
Kombat Uk Limited,17/02/2025,£706.50,Clothing and Uniforms
Languageline Solutions,28/02/2025,"£20,777.34",Interpreters Fees
Matrix Scm Limited,06/02/2025,"£4,305.00",Other Third Party Payments
Matrix Scm Limited,27/02/2025,"£14,742.27",Professional Fees
Mc Products Uk Limited,04/02/2025,£965.00,Clothing and Uniforms
Mc Products Uk Limited,14/02/2025,"£1,636.50",Clothing and Uniforms
Mehler Vario System Gmbh,17/02/2025,£760.80,Clothing and Uniforms
Metro Rod Limited,20/02/2025,"£3,003.75",Maintenance
Misco Technologies Limited,04/02/2025,"£1,327.52",Hardware
Misco Technologies Limited,14/02/2025,"£10,979.12",Hardware
Misco Technologies Limited,24/02/2025,"£5,989.85",Hardware
Mitie Care And Custody Limited,01/03/2025,"£104,855.41",FME Contract Payments
Mjs Projects (March) Limited,12/03/2025,"£273,993.31",Building Works - Main Contract
Mla Michael Lupton Associates,19/02/2025,"£4,463.50",Clothing and Uniforms
Mla Michael Lupton Associates,25/02/2025,"£2,202.00",Clothing and Uniforms
Mll Telecom Limited,19/02/2025,"£3,945.00",Hardware
Mll Telecom Limited,28/02/2025,"£6,000.00",Hardware
Monckton Chambers,05/03/2025,"£2,290.00",Legal Costs
Mountain Healthcare Limited,01/03/2025,"£59,495.87",SARC Doctors
Mr Overalls,10/02/2025,"£1,147.70",Clothing and Uniforms
N&R Autos,18/03/2025,"£5,259.54",Vehicle Insurance
"Nec Software Solutions Uk
Limited",18/02/2025,"£91,597.89",Software - Maintenance
Necsws Public Safety,18/02/2025,"£226,746.02",Hardware-Maintenance
New Dawn Consulting Limited,21/02/2025,"£3,299.95",Documentary Evidence
Norfolk Marine,26/02/2025,"£6,947.50",Marine Unit Maintenance Costs
Npower Limited,16/02/2025,"£2,535.96",Electricity
Npower Limited,16/03/2025,"£2,230.55",Electricity
Octagon House Chambers,28/02/2025,"£2,250.00",Counsel Fees
Oeconnection,28/02/2025,"£9,358.36",Vehicles - Spares
Ofcom,03/03/2025,"£55,338.86",Radio Licence Fees
Optima Health,31/01/2025,"£4,060.00",SMP Doctors Fees
"P Bowyer Associates Limited (T-A
Dyno-Rod)",28/02/2025,£875.00,Maintenance
Patrol Store,11/11/2024,"£1,274.94",Clothing and Uniforms
Pattinson & Brewer,04/03/2025,"£4,616.00",Vehicle Insurance
Paypoint Network Limited,03/03/2025,£630.00,Telecom Forensics
Peter Jones (Ilg) Limited,12/02/2025,"£1,295.43",Clothing and Uniforms
"Peter Williams Limited, Autobody
Services And Wymondham
Recovery Services",31/01/2025,"£1,128.30",MOT Test
"Peter Williams Limited, Autobody
Services And Wymondham
Recovery Services",28/02/2025,"£1,544.10",MOT Test
Phoenix Software Limited,05/02/2025,£936.80,Microsoft Licences
Phoenix Software Limited,14/02/2025,"£51,928.65",Software - Maintenance
Phoenix Software Limited,20/02/2025,"£97,428.86",Software - Maintenance
Phoenix Software Limited,25/02/2025,"£39,035.74",Software - Maintenance
"Police Federation Of England And
Wales",11/03/2025,"£10,750.00",Contribution to Uninsured Losses
Price Western Leather Co Limited,17/02/2025,£704.50,Clothing and Uniforms
Probrand Limited,11/02/2025,"£1,383.71",Hardware - purchase
Pro-Tect Safety Signs,12/02/2025,"£1,217.30",Police Vehicle Sundry Equipment
Pro-Tect Safety Signs,21/02/2025,£514.80,Police Vehicle Sundry Equipment
Pvl Uk Limited,04/02/2025,£578.58,Vehicles - Spares
Pvl Uk Limited,12/02/2025,£578.58,Vehicles - Spares
Qa Limited,18/10/2024,"£2,466.00",External Training Course
Qa Limited,16/01/2025,"£3,887.00",External Training Course
Qa Limited,22/01/2025,"£2,675.00",External Training Course
Qa Limited,03/02/2025,"£6,562.00",External Training Course
Qbe Uk Limited,21/02/2025,"£1,360.34",Vehicle Insurance
Queen Elizabeth Hall,29/01/2025,£625.00,Hire of Rooms/Premises
R G Carter Cambridge Limited,18/11/2024,"£8,959.50",Building Works
R G Carter Cambridge Limited,06/02/2025,"£7,969.59",Maintenance
R G Carter Cambridge Limited,26/02/2025,"£4,866.65",Building Minor Works
R G Carter Cambridge Limited,19/03/2025,"£2,868.08",Property Related
Randstad Solutions Limited,04/02/2025,"£21,929.31",Agency / Temp Staff
Randstad Solutions Limited,12/02/2025,"£9,304.04",Agency / Temp Staff
Randstad Solutions Limited,19/02/2025,"£8,946.74",Agency / Temp Staff
Randstad Solutions Limited,26/02/2025,"£9,212.23",Agency / Temp Staff
Road Safety Support Limited,05/02/2025,"£30,150.00",Subscriptions
Royal Mail,07/02/2025,£628.76,Postage Costs
Royal Mail,14/02/2025,£693.02,Postage Costs
Royal Mail,21/02/2025,£684.22,Postage Costs
Royal Mail,28/02/2025,£665.76,Postage Costs
Rs Components Limited,25/02/2025,£956.08,Vehicles - Spares
Sancus Operations Limited,05/02/2025,"£3,480.00",External Training Course
Satchell Moran Solicitors,19/03/2025,"£4,400.00",Public Liability
Sbfm Limited,01/02/2025,"£1,266.60",Cleaning Contract
Sepura Limited,13/02/2025,"£22,909.60",Hardware
Sepura Limited,25/02/2025,"£1,012.65",Radio / Airwave - Equipment
Serjeant’s Inn Chambers,14/02/2025,"£25,776.50",Legal Costs
Serjeant’s Inn Chambers,24/02/2025,"£6,248.48",Industrial Tribunal Payouts
"Simpson Associates Information
Services Limited",28/02/2025,"£28,050.00",Systems Development
Skillstec,04/02/2025,£860.00,External Training Course
Softcat Limited,13/02/2025,£917.04,Software - purchase
Softcat Limited,21/02/2025,"£1,588.18",Hardware
Softcat Limited,28/02/2025,"£68,025.00",Software - Maintenance
Sonic Communications Limited,26/02/2025,"£3,030.00",Clothing and Uniforms
Specialist Power Systems Limited,11/02/2025,£750.00,Maintenance
Specsavers,28/02/2025,"£1,080.67",Eye Tests
Srcl Limited,28/02/2025,"£1,333.01",Waste Collection
Stannah Lift Services Limited,13/02/2025,£588.50,Maintenance
"Streamlined Forensic Reporting
Limited",03/02/2025,"£8,219.50",SFR Medical Contract
Tailored Image Limited,15/11/2024,"£10,635.30",Clothing and Uniforms
Tailored Image Limited,12/12/2024,£927.18,Clothing and Uniforms
Tascor Services Limited,07/02/2025,"£29,715.24",Grounds & Caretaking Contract
Tch (Uk) Limited,21/02/2025,"£3,293.00",Clothing and Uniforms
Telefonica O2 (Uk) Limited,14/02/2025,"£184,537.50",Hardware
Teqex Limited,05/02/2025,"£3,684.69",Hardware - purchase
The Automobile Association,06/02/2025,"£7,353.20",Vehicle Recovery Costs
The Automobile Association,20/02/2025,"£8,976.20",Vehicle Recovery Costs
The Bodycentre Limited,21/03/2025,"£1,143.86",Vehicle Insurance
The Oil Lab Limited,03/02/2025,£649.90,Lubricants (Oil and Grease)
The Royal Veterinary College,06/03/2025,"£1,420.00",Documentary Evidence
The Windscreen Company,05/02/2025,"£1,390.00",Vehicle Insurance
The Windscreen Company,26/02/2025,£625.00,Vehicle Insurance
Thurlow Nunn,27/02/2025,£552.00,Vehicle Repairs
Tiaa Limited,01/03/2025,"£8,247.60",Internal Audit Fee
Tismi Mobile Bv,26/02/2025,£820.00,Telecom Forensics
Total Energies Gp,13/03/2025,"£40,608.06",Utilities
Traffic Technology Limited,20/11/2024,£755.00,Specialist Operational Equipment
Tranam Limited,10/02/2025,"£2,578.27",Clothing and Uniforms
Truthlytrue,27/02/2025,£550.00,Counselling and Supervision
Try And Lilly Limited,07/02/2025,£598.92,Clothing and Uniforms
Try And Lilly Limited,13/02/2025,"£1,229.20",Clothing and Uniforms
Turning Factor,25/02/2025,"£7,400.00",Professional Fees
Turning Factor,04/03/2025,"£8,500.00",Professional Fees
Turning Factor,10/03/2025,"£8,500.00",Professional Fees
Turning Factor,14/03/2025,"£2,100.00",Professional Fees
Turning Factor,18/03/2025,"£3,200.00",Professional Fees
Tv Licensing,23/01/2025,£508.50,TV Licences
Ubiqus Uk Limited,20/02/2025,"£2,422.50",Other Legal Costs
Vantage Vc Limited,07/02/2025,"£1,695.00",Vehicles - Road
Vestigo Consulting Limited,29/01/2025,"£15,550.00",Training Materials and Study Costs
Vohkus Limited,27/02/2025,£527.69,Telephony Equipment
Volkswagen Group Uk Limited,04/12/2024,£921.12,Vehicles - Spares
Volkswagen Group Uk Limited,04/02/2025,"£1,895.33",Vehicles - Spares
"Wa Products (Uk) Limited T/A
Scenesafe",06/02/2025,"£2,743.05",SOC Consumables
"Wa Products (Uk) Limited T/A
Scenesafe",13/02/2025,"£3,547.26",SOC Consumables
"Wa Products (Uk) Limited T/A
Scenesafe",20/02/2025,"£1,518.70",SOC Consumables
"Wa Products (Uk) Limited T/A
Scenesafe",28/02/2025,"£3,125.70",SOC Consumables
"Walker 7095 Holdings Limited
(Benchmark Kennels)",05/03/2025,"£2,401.67",Furniture and Fittings
Wymondham Limited,03/03/2025,"£11,768.73",Other Indirectly Employed Non Officers
Wymondham Limited,14/03/2025,"£431,331.08",PFI Main Contract Payment
Yaffy Protective Clothing,21/02/2025,"£1,536.40",Clothing and Uniforms
Zest Recycle Limited,31/01/2025,"£10,213.71",Waste Contract
