Directorate Name,Process Used,Purchasing Body,Contract Reference,Contract Title,Contract Description,Supplier Company Name,Supplier Postcode, Annual Value , Total Contract Value (including extensions) ,OJEU?,Start Date,End Date,Contract Duration (months),Option to extend (months),How many extensions,Extension 1 Taken?,Extension 2 Taken?,Current Expiry Date,SME Supplier?,ProClass Classification,ProClass Description,Company Number,Visibility
People,Other,Salford City Council,S1460,,Provision of Adult social care services,Aspire,M27 5WW," £9,670,278.00 "," £29,010,834.00 ",Yes,01/06/2021,31/05/2024,24,0,0,,,31/05/2024,Yes,321000,Social Community Care Supplies & Services - Adult ,9360642,Public
People,CSO Exception,Salford City Council,S1284,,Connecting Care Leavers,Pure Insight,SK7 5ER," £55,000.00 "," £165,000.00 ",No,01/08/2020,31/07/2022,24,12,1,Yes,,31/07/2023,No,321100,Social Community Care Supplies & Services - Children,1155389,Public
Place,Other ,Salford City Council,S1188,DN442479,Removal and Transportation of Furniture ,BCL,M17 1PP," £10,000.00 "," £30,000.00 ",No,18/11/2019,17/11/2022,24,12,1,Yes,N/A,17/11/2022,No,210000,Furniture & Soft Furnishings,8106928,Public
Place,ITT,Salford City Council,S1034,DN59805,Service and Preventative Maintenance and Repair of Air Handling and Air Conditioning System ,ECG Facilities Services Ltd,G2 8JX," £44,068.97 "," £132,206.91 ",No,01/04/2022,31/03/2025,36,24,2,Yes,Yes,31/03/2025,Yes,190000,Facilities & Management Services,SG298533,Public
Place,ITT,Salford City Council,S1062,,Servicing and Maintenance of Cold Water Booster Sets,Pressboost Limited,M25 3HB," £9,500.00 "," £47,500.00 ",No,01/04/2020,31/05/2023,36,24,2,1,,31/023/2024,Yes,180000,Utilities ,7842756,Public
Public Health,ITT,Salford City Council,S1022,DN63987,Sexual and Reproductive Health Service for Salford & Bolton,Bolton NHS Foundation Trust,BL4 0JR," £3,224,828.00 "," £18,615,606.00 ",Yes,01/07/2016,31/03/2024,36,21,2,Yes,Yes,31/03/2024,No,310000,Healthcare,CHA1050488,Public
People,Direct Call-Off,Salford City Council,S1196,DN409557,Lot 1 Full-time Alternative Provision – Min. of 25 Hours per Week,Various Providers,Various," £55,250.00 "," £221,000.00 ",Yes,02/09/2019,31/07/2023,48,12,4,,,31/07/2023,Yes,170000,Education,Various ,Public
People,Direct Call-Off,Salford City Council,S1196,DN409557,Lot 2 Part-time Alternative Provision – Sports Science / Health & Wellbeing,Various Providers,Various," £104,720.00 "," £418,880.00 ",Yes,02/09/2019,31/07/2023,48,12,4,,,31/07/2023,Yes,170000,Education,Various ,Public
People,Direct Call-Off,Salford City Council,S1196,DN409557,Lot 3 Part-time Alternative Provision – Sports Coaching / Life Skills,Various Providers,Various," £104,720.00 "," £418,880.00 ",Yes,02/09/2019,31/07/2023,48,12,4,,,31/07/2023,Yes,170000,Education,Various ,Public
People,Direct Call-Off,Salford City Council,S1196,DN409557,Lot 4 Part-time Alternative Provision – Hair and Beauty,Various Providers,Various," £100,912.00 "," £403,648.00 ",Yes,02/09/2019,31/07/2023,48,12,4,,,31/07/2023,Yes,170000,Education,Various ,Public
People,Direct Call-Off,Salford City Council,S1196,DN409557,Lot 5 Part-time Alternative Provision – Construction,Various Providers,Various," £37,400.00 "," £149,600.00 ",No,02/09/2019,31/07/2023,48,12,4,,,31/07/2023,Yes,170000,Education,Various ,Public
People,Direct Call-Off,Salford City Council,S1196,DN409557,Lot 6 One-to-One Tutoring,Various Providers,Various," £15,000.00 "," £60,000.00 ",No,02/09/2019,31/07/2023,48,12,4,,,31/07/2023,Yes,170000,Education,Various ,Public
People,Direct Call-Off,Salford City Council,S1196,DN409557,Lot 7 Complementary – Animal Care,Various Providers,Various," £5,712.00 "," £22,848.00 ",No,02/09/2019,31/07/2023,48,12,4,,,31/07/2023,Yes,170000,Education,Various ,Public
Service Reform,Other,Salford City Council,S1082,,SIP Trunks & Call Charges,Virgin Media Business Ltd,RG2 6UU," £78,000.00 "," £78,000.00 ",No,01/01/2022,31/12/2022,12,0,0,N/A,N/A,31/12/2022,No,270000,Information Communication Technology,1785381,Public
Place,Mini-Comp,Salford City Council,S1144-38,N/A,"Re-tiling, lead replacement and flat roof renewal of Swinton Town Hall including clock tower",Wright Build Ltd,M46 0AG," £410,757.00 "," £410,757.00 ",No,10/10/2022,30/04/2023,6,0,0,N/A,N/A,30/04/2023,Yes,390000,"Works - Construction, Repair & Maintenance",01401191,Public
Service Reform,Direct Call-Off,Salford City Council,S1274,,Social Value Portal,The Social Value Portal Ltd,M1 5FW," £12,000.00 "," £36,000.00 ",No,01/06/2020,31/05/2023,36,0,0,N/A,N/A,31/05/2023,Yes,270000,Information Communication Technology,9197997,Public
People,Direct Call-Off,Salford City Council,S1196,DN409557,Lot 8 Complementary – Innovation,Various Providers,Various," £35,000.00 "," £140,000.00 ",No,02/09/2019,31/07/2023,48,12,4,,,31/07/2023,Yes,170000,Education,Various ,Public
Service Reform,Direct Call-Off,Salford City Council,S1229,,Specialist Professional Services Call-Off Contract,Bloom Procurement Services Ltd,NE8 2ET," £700,000.00 "," £2,800,000.00 ",No,01/12/2019,30/11/2023,48,0,0,N/A,N/A,30/11/2023,No,150000,Consultancy ,8045123,Public
People,ITT,Salford City Council,S1192,DN262084,Educational Visits Advisory Service,North Yorkshire County Council,DL7 8AD," £33,000.00 "," £99,000.00 ",No,01/09/2017,31/08/2023,36,36,1,Yes,,31/08/2023,No,170000,Education,GBML2156813,Public
Place,Other,Salford City Council,S1058,DN446006,Salford Community Leisure Management Agreement,Salford Community Leisure Ltd,M27 5DA," £4,100,000.00 "," £4,100,000.00 ",Yes,01/04/2004,31/03/2025,192,59,,,,31/03/2025,Yes,290000,Arts & Leisure Services,IP29627R,Public 
Place,ITT,Salford City Council,S1392,DN575478,Salford eCargo Bike Scheme,Cycle Waggle LTD T/A Mcr Bike Hire,M16 9HD," £74,817.53 "," £112,226.29 ",No,01/03/2022,28/02/2025,36,0,0,N/A,N/A,28/02/2025,Yes,360000,Passenger Transport,9034563,Public
Place,ITT,Salford City Council,S1023,DN63170,Salford Handyperson Service,Swinton Community Business T/A Helping Hands,M27 4AU," £300,000.00 "," £900,000.00 ",Yes,01/04/2022,31/03/2025,36,12,1,,,31/03/2025,Yes,190000,Facilities & Management Services,3663823,Public
People,CSO Exception,Salford City Council,S1115,,Children’s Social Work Reference and Training Tool ,Research In Practice,TQ9 6EL," £21,564.00 "," £21,564.00 ",No,01/04/2020,31/03/2024,24,0,0,N/A,N/A,31/03/2024,No,270000,Information Communication Technology,1485560,Public
People ,CSO Exception,Salford City Council,S1059,,Leading Salford Leadership Development Programme - Supported accomondations (Lane End and Claremont),Foundations Support and Care Services UK Limited,BL1 3NT," £527,020.68 "," £3,162,124.08 ",Yes,01/01/2016,31/03/2022,48,24,2,Yes,Yes,31/03/2024,Yes,321100,Social Community Care Supplies & Services - Children,5546372,Public
Place,Other,Salford City Council,S1275,DN483333,Salford Residents Funeral Service,Kanes Funeral Directors,M19 1FE," £165,000.00 "," £825,000.00 ",Yes,01/10/2020,30/09/2023,36,12,2,,,30/09/2023,Yes,120000,Cemetry & Crematorium,7550105,Public
Place,CSO Exception,Salford City Council,S1416,,Supply of 6mm Quick Viafix Road Repair,Viatec UK Ltd,BA3 4XD," £125,000.00 "," £125,000.00 ",No,01/02/2022,30/01/2023,24,0,0,N/A,N/A,30/01/2023,Yes,3911465,Reconstruction and Resurficing,5642795,Public
Place,CSO Exception,Salford City Council,S1478,N/A,Supply of AC Dense Surf 160/220 Hardstone,Aggregate Industries UK Ltd,LE67 9PJ," £125,000.00 "," £125,000.00 ",No,16/05/2022,31/05/2023,12,0,0,N/A,N/A,31/05/2023,No,391469,Reconstruction and Resurficing,245717,Public
Place,Mini-Comp,Salford City Council,S1231,DN451850,Supply of Aggregate,Cemex UK,M5 4WH," £135,000.00 "," £135,000.00 ",No,31/01/2020,30/01/2022,24,12,1,,N/A,30/01/2023,No,100000,Building Construction Materials ,658390,Public
Place,ITT,Salford City Council,S1001,DN262363,Service and Maintenance of Air Quality Stations,Enviro Technology Services plc,GL5 2BY," £46,000.00 "," £184,000.00 ",Yes,01/09/2021,31/08/2023,24,24,2,,,31/08/2023,Yes,180000,Environmental Services,1726773,Public
Place,Other,Salford City Council,S1166,DN419137,Smart Catering System ,MCG Consulting Group Ltd,DE11 9FE," £128,000.00 "," £128,000.00 ",No,01/04/2019,31/03/2024,60,0,0,N/A,N/A,31/03/2024,Yes,270000,Information Communication Technology,11526731,Public 
People,Direct Call-Off,Salford City Council,S1427,N/A,Portakabin for Brentnall Primary School.,Portakabin ltd,BB1 3HY," £60,652.80 "," £60,652.80 ",No,10/01/2022,09/01/2024,24,0,0,N/A,N/A,09/01/2024,No,321060,Temporary Accomodation -  Unsupported,321060,Public
People,Direct Call-Off,Salford City Council,S1426,N/A,Portakabin for Willow Tree Primary School,Portakabin ltd,BB1 3HY," £51,480.00 "," £51,480.00 ",No,10/01/2022,09/01/2024,24,0,0,N/A,N/A,09/01/2024,No,321060,Temporary Accomodation -  Unsupported,321060,Public
Place,RFQ,Salford City Council,S1109,DN332455,Supply and Fit of Hydraulic Hoses,G B Hoses ,M27 4DB," £25,000.00 "," £80,000.00 ",No,01/06/2018,31/05/2023,36,12,2,Yes,Yes,31/05/2023,Yes,190000,Facilities & Management Services,4308869,Public
Service Reform,Mini-Comp,Salford City Council,S1253,DN418513,"Supply, Installation and Maintenance of Multi-Functional Printers and Print Centre Equipment",Ricoh UK Limited,NN4 7YL," £180,000.00 "," £900,000.00 ",Yes,01/09/2020,31/08/2025,60,0,0,N/A,N/A,31/08/2025,No,270000,Information Communication Technology,1271033,Public
Place ,Other,Salford City Council,S1235,DN375625,"Supply, Repair and Maintenance of Catering Equipment",A Venning Ltd ,M41 5AN," £140,000.00 "," £180,000.00 ",No,01/02/2019,31/01/2022,24,12,2,Yes ,Yes,31/01/2023,Yes,110000,Catering,1623994,Public
People,CSO Exception,Salford City Council,S1104,DN72958,Provision of Healthwatch Salford,Healthwatch Salford,M6 6FP," £166,520.00 "," £790,970.00 ",Yes,01/07/2015,31/03/2024,33,84,2,Yes,,31/03/2024,Yes,321100,Social Community Care Supplies & Services - Children,9563358,Public
Service Reform,Direct Call-Off,Salford City Council,S1138,DN445720,Support and Maintenance for Generic Appointments and Events Booking System,Zipporah,CF3 2PX," £20,000.00 "," £40,000.00 ",No,31/10/2021,31/10/2023,24,24,2,,,31/10/2023,Yes,270000,Information Communication Technology,4826999,Public
People,ITT,Salford City Council,S1068,DN227470,Delivery of Step Up to Social Work Programme,The University of Salford,M5 4WT," £153,600.00 "," £1,382,400.00 ",Yes,01/04/2017,31/03/2025,108,24,1,Yes,N/A,30/04/2024,No,170000,Education,RC000666,Public
People,CSO Exception,Salford City Council,S1489,N/A,Adult Social Care Supported Living for people with Learning Disabilities,Turning Point (Services) Limited,E1 8AA," £1,458,186.40 "," £2,916,372.80 ",No,03/06/2022,03/06/2024,24,0,0,N/A,N/A,03/06/2024,No,321000,Social Community Care Supplies & Services - Adult,00793558,Public
People,CSO Exception,Salford City Council,S1201,N/A,Looked After Call,Iris Software Ltd,SL3 8QY," £10,374.00 "," £31,122.00 ",No,01/09/2022,31/08/2024,24,12,1,,,31/08/2024,Yes,271600,Commercial-Off-The-Shelf,03196054,Public
People,RFQ,Salford City Council,S1409,DN592100,Mental Health Drama Workshop,Odd Arts,M14 4SL," £12,500.00 "," £37,500.00 ",No,16/02/2022,17/02/2025,12,12,1,,,17/02/2025,Yes,171011,School Services,CE016832,Public
Place,Mini-Comp,YPO 981,S1014,,Supply of Liquid Fuels and Heating Oil,Standard Fuels,W1U 1QX," £1,000,000.00 "," £4,000,000.00 ",Yes,14/01/2020,13/01/2023,24,24,1,Yes,N/A,13/01/2023,No,380000,Vehicle Management,6667542,Public
Place,ITT,Salford City Council,S1232,DN557957,Technical and Highway Works Framework - Lot Five,Various,Various," £90,000.00 "," £360,000.00 ",Yes,03/02/2022,02/02/2026,48,0,0,N/A,N/A,02/02/2026,Various,390000,"Works Construction, Repair and Maintenance",Various,Public
Place,ITT,Salford City Council,S1232,DN557957,Technical and Highway Works Framework - Lot Four,Various,Various," £800,000.00 "," £3,200,000.00 ",Yes,03/02/2022,02/02/2026,48,0,0,N/A,N/A,02/02/2026,Various,390000,"Works Construction, Repair and Maintenance",Various,Public
Place,ITT,Salford City Council,S1232,DN557957,Technical and Highway Works Framework - Lot One: ,Various,Various," £3,000,000.00 "," £12,000,000.00 ",Yes,03/02/2022,02/02/2026,48,0,0,N/A,N/A,02/02/2026,Various,390000,"Works Construction, Repair and Maintenance",Various,Public
Place,ITT,Salford City Council,S1232,DN557957,Technical and Highway Works Framework - Lot Six,Various,Various," £4,000,000.00 "," £16,000,000.00 ",Yes,03/02/2022,02/02/2026,48,0,0,N/A,N/A,02/02/2026,Various,390000,"Works Construction, Repair and Maintenance",Various,Public
Place,ITT,Salford City Council,S1232,DN557957,Technical and Highway Works Framework - Lot Three,Various,Various," £350,000.00 "," £1,400,000.00 ",Yes,03/02/2022,02/02/2026,48,0,0,N/A,N/A,02/02/2026,Various,390000,"Works Construction, Repair and Maintenance",Various,Public
Place,ITT,Salford City Council,S1232,DN557957,Technical and Highway Works Framework - Lot Two,Various,Various," £95,000.00 "," £380,000.00 ",Yes,03/02/2022,02/02/2026,48,0,0,N/A,N/A,02/02/2026,Yes,390000,"Works Construction, Repair and Maintenance",Various,Public
Place,Direct Call-Off,Salford City Council,S1421,N/A,Technical Arboricultural Professional Services Support and Advice,Ecus Limited via Bloom Procurement Services Ltd,S61 2DW," £42,052.50 "," £42,052.50 ",No,01/02/2022,31/01/2023,12,12,1,,,31/01/2023,No,150000,Consultancy ,8045123,Public
People,Mini-Comp,Salford City Council,,,Home to school transport services for the Alder Brook Primary Partnership Centre   ,MDS Minibuses Ltd,M30 9BQ," £202,800.00 "," £1,014,000.00 ",No,06/09/2022,20/07/2025,35,24,1,,,20/07/2025,yes,360000,Public Transport,8215671,Public
People,Mini-Comp,Salford City Council,,,Interpretation and Translation Services,DA Languages Ltd,," £34,000.00 "," £102,000.00 ",No,01/08/2022,31/07/2025,36,24,2,,,31/07/2025,No,261100,Interpretation & Translation,06207784,Public
People,CSO Exception,Salford City Council,S1021,DN62177,Salford Carers Service,The Gaddum Centre,M15 4AX," £466,390.20 "," £2,331,951.00 ",Yes,01/10/2020,30/09/2025,60,12,1,,,30/09/2025,Yes,321000,Social Community Care Supplies & Services - Adult ,507162,Public
Place,Mini-Comp,Salford City Council,S1181,DN410822,"The Development of Digital Six Sheet Advertising Units (FSU) within the City of Salford, to be located on Council owned land",Clear Channel UK Limited,W1F 9JT, £-   , £-   ,No,01/09/2019,01/09/2029,84,0,0,N/A,N/A,01/09/2029,No,350000,Street & Traffic Management,950526,Public
Place,ITT,Bolton Council,S1247,,The Supply and Delivery of Cleaning and Janitoral Products,Arrow County Supplies Limited,SY3 9AE," £116,988.96 "," £467,955.84 ",Yes,01/02/2019,31/01/2022,36,12,1,1,Yes,31/01/2023,No,130000,Cleaning & Janitorial,6355141,Public
Place,Direct Call-Off,ESPO 860,S1066,,Supply of Plastic Wheeled Bins,MGB Plastics,S61 4RJ," £160,000.00 "," £600,000.00 ",Yes,01/02/2018,31/01/2023,48,24,2,Yes,Yes,31/01/2023,Yes,180000,Environmental Services,4109399,Public
,,,,,,,,,,,,,,,,,,,,,,,
Service Reform,Mini-Comp,Salford City Council,S1287,,Trafford Road Site Supervision Consultant,AECOM,M1 4HD," £152,455.96 "," £339,788.83 ",,01/11/2020,31/12/2022,26,12,1,,,31/12/2022,No,150000,Consultancy ,1846493,Public
Service Reform,Direct Call-Off,Oldham MBC,S1106,,Treasury Management Advisory Services ,Link Asset Services,LS11 0PA," £15,000.00 "," £45,000.00 ",No,01/04/2019,31/03/2023,36,12,1,,,31/03/2023,No,200000,Financial Services,3376447,Public
Place,Mini-Comp,Salford City Council,S1053,N/A,Trinity Way/Springfield Lane NEC4 PM,Wilde Consulting Engineers,SK1 3HS," £23,272.50 "," £23,272.50 ",No,02/05/2022,09/12/2022,8,0,0,N/A,N/A,09/12/2022,No,150000,Consultancy ,02603960,Public
Service Reform,Mini-Comp,Salford City Council,S1268,,Unified Communications Software and Support (CISCO),XMA Limited,NG11 7EP," £535,037.22 "," £535,037.22 ",Yes,01/06/2020,31/05/2023,36,0,0,N/A,N/A,31/05/2023,No,270000,Information Communication Technology,2051703,Public
Place,ITT,Salford City Council,S1051,DN389668,Unmetered Street Lighting Supply,SSE Energy Supply Ltd,RG1 3JH," £980,000.00 "," £1,960,000.00 ",Yes,01/04/2019,31/03/2023,48,0,0,N/A,N/A,31/03/2023,Yes,350000,Street & Traffic Management,2228297,Public
Place,Mini-Comp,Salford City Council,S1045,,Maintenance of New Pay + Display Machines,International Parking Systems Ltd,KT15 2LE," £8,800.00 "," £8,800.00 ",No,01/05/2023,30/04/2024,12,0,0,N/A,N/A,30/04/2024,Yes,351100,Equipment,9971838,Public
Place,ITT,ESPO 150 - 21,S1005,DN366398,"TC607: Pest Control Chemicals, Associated Equipment and Training",Killgerm Chemicals Ltd,WF5 9AJ," £10,000.00 "," £40,000.00 ",No,01/12/2021,30/11/2025,48,0,0,N/A,N/A,30/11/2025,Yes,180000,Environmental Services,2794829,Public
People,Other,Salford City Council,S1191,DN124242,Dynamic Purchasing System for the Provision of Transport,Various Providers,Various," £3,925,776.00 "," £39,257,760.00 ",Yes,01/09/2016,30/06/2026,120,0,0,N/A,N/A,30/06/2026,Yes,360000,Passenger Transport,Various,Public
Service Reform,CSO Exception,Salford City Council,S1086,N/A,VMware Enterprise License Agreement ,Softcat PLC,SL7 1LW," £67,000.00 "," £67,000.00 ",No,30/03/2022,29/03/2023,12,0,0,N/A,N/A,29/03/2023,No,271440,Software,02174990,Public
Place,Direct Call-Off,Salford City Council,S1211,DN443838,Vehicle Hire,Enterprise Rent-A-Car,M50 3UQ," £30,000.00 "," £90,000.00 ",No,13/01/2021,12/01/2023,24,12,1,,,12/01/2023,No,380000,Vehicle Management,2946689,Public 
Place,Mini-Comp,Salford City Council,S1139,DN124698,Washroom Services,Personnel Hygiene Services Limited,CF83 1XH," £41,064.70 "," £41,064.70 ",No,01/04/2021,31/03/2023,24,12,,,N/A,31/03/2023,No,190000,Facilities & Management Services,770813,Public 
Place,RFQ,Salford City Council,S1362,DN378993,Vehicle Repairs & Maintenance ,Lightoaks Garage ,M6 8AP," £60,000.00 "," £145,000.00 ",No,18/02/2019,17/02/2023,24,24,2,Yes,Yes,17/02/2023,No,380000,Vehicle Management,6162779,Public
Place,Mini-Comp,Salford City Council,S1255,DN454517,Water System Risk Assessments and Water Hygiene Monitoring Services ,HSL Compliance,HR9 5BP," £51,969.90 "," £155,090.70 ",Yes,01/04/2020,31/03/2023,36,12,2,,,31/03/2023,Yes,190000,Facilities & Management Services,2425951,Public
Place,ITT,Salford City Council,S1054,DN543995,Window Cleaning ,Champion Cleaning Services ,BL1 3BD," £22,899.50 "," £91,598.00 ",No,01/10/2021,30/09/2024,36,12,1,,N/A,30/09/2024,Yes,130000,Cleaning & Janitorial,9108276,Public
People,Other,Salford City Council,S1329,DN527642,Statutory Homeless Supported Temporary Accomodation ,The Riverside Group Ltd,M13 0AF," £75,122.00 "," £375,610.00 ",No,01/12/2021,30/11/2026,60,24,2,,,30/11/2026,No,321000,Social Community Care Supplies & Services - Adult ,30938R,Public
Place ,CSO Exception,Salford City Council,S1156,,Water Quality and Ecology Management at Salford Quays,APEM Ltd,SK4 3GN," £72,000.00 "," £144,000.00 ",No,01/04/2021,31/03/2024,24,0,0,N/A,N/A,31/03/2024,Yes,180000,Environmental Services,2530851,Public
Place,Direct Call-Off,Salford City Council,S1050,N/A,Contract for the supply of natural gas,Corona Energy,WD18 8YA," £4,070,974.00 "," £4,070,974.00 ",No,01/07/2022,30/06/2023,12,0,0,N/A,N/A,30/06/2023,No,371100,Gas,3241012,Public
Place,ITT,Salford City Council,S1172,DN602408,Road Lining Services,KJ Lines,ST5 2BE," £200,000.00 "," £400,000.00 ",Yes,11/07/2022,10/07/2024,24,12,0,,,10/07/2024,Yes,391400,Roads,3900183,Public
People,Other,Salford City Council,S1329,DN527642,Statutory Homeless Supported Temporary Accomodation ,Salvation Army ,M5 4DU," £97,269.63 "," £486,348.15 ",No,01/12/2021,30/11/2026,60,24,2,,,30/11/2026,No,321000,Social Community Care Supplies & Services - Adult ,IP15210R,Public
People,CSO Exception,Salford City Council,S1035,DN424282,Children’s Centre Services by Aguda NW at the Hershel Weiss Centre,Aguda NW,M7 4DQ," £183,041.25 "," £732,165.00 ",No,01/04/2022,31/03/2027,60,12,2,,,31/03/2027,No,170000,Education,5407721,Public
Place,ITT,Salford City Council,S1006,,"YPO 1074: Office Desking, Seating & Storage",H.Jenkinson & Company Ltd,L34 9JR," £10,000.00 "," £10,000.00 ",Yes,22/06/2021,21/06/2023,48,24,2,,,21/06/2023,Yes,210000,Furniture & Soft Furnishings,169844,Public
People,ITT,Salford City Council,S1335,DN563188,Semi Independent Living Services (16-25 year olds) In Salford,Places for People Living Plus Ltd,M6 5WX," £71,666.00 "," £429,996.00 ",Yes,01/04/2022,31/03/2027,60,12,2,,,31/03/2027,No,321000,Social Community Care & Services - Adult,20014R,Public
People,ITT,Salford City Council,S1335,DN563188,Semi Independent Living Services (16-25 year olds) In Salford,Places for People Living Plus Ltd,M6 5WX," £61,348.00 "," £368,088.00 ",Yes,01/04/2022,31/03/2027,60,12,2,,,31/03/2027,No,321000,Social Community Care & Services - Adult,20014R,Public
Service Reform,CSO Exception,Salford City Council,S1484,N/A,Cost Recovery Audit,Meridian Cost Benefit Ltd,AL4 0PG, £-   , £-   ,No,06/06/2022,02/12/2022,6,6,1,,,02/12/2022,No,201100,Audit,04775740,Public
People,ITT,Salford City Council,S1335,DN563188,Semi Independent Living Services (16-25 year olds) In Salford,Places for People Living Plus Ltd,M6 5WX," £47,970.00 "," £287,820.00 ",Yes,01/04/2022,31/03/2027,60,12,2,,,31/03/2027,No,321000,Social Community Care & Services - Adult,20014R,Public
People,ITT,Salford City Council,S1335,DN563188,Semi Independent Living Services (16-25 year olds) In Salford,Adullam Homes Housing Association ,BL8 2AH," £126,259.00 "," £757,554.00 ",Yes,01/04/2022,31/03/2027,60,12,2,,,31/03/2027,Yes,321000,Social Community Care & Services - Adult,20853R,Public
People,ITT,Salford City Council,,DN593084,Age Well – Early Intervention,Age UK Salford,M30 0LH," £2,834,892.54 "," £2,834,892.54 ",Yes,01/10/2022,30/09/2027,48,0,0,N/A,N/A,30/09/2027,Yes,321000,Social Community Care Supplies & Services - Adult,06825798 ,Public
People,ITT,Salford City Council,,DN593084,Age Well – Population Health,Inspiring Communities Together,ST2 0EF," £1,729,984.82 "," £1,729,984.82 ",Yes,01/01/2023,31/12/2027,48,0,0,N/A,N/A,31/12/2027,Yes,321000,Social Community Care Supplies & Services - Adult,1157053,Public
People,Other,STAR Procurement,S1190,,Greater Manchester Fostering Framework,Various Providers,Various," £2,511,831.70 "," £7,535,495.10 ",,01/04/2019,31/03/2029,24,24,4,,,31/03/2029,No,321100,Social Community Care Supplies & Services - Children,Various,Public
People,ITT,Salford City Council,S1093,,"PFI 3:  Provision of School Buildings, Catering & Facilities Management",S&W TLP (Project Co One) Ltd,SN5 6NX," £9,131,000.00 "," £228,275,000.00 ",Yes,14/09/2011,13/09/2036,300,0,0,N/A,N/A,13/09/2036,Yes,200000,Financial Services,7028471,Public
People,ITT,Salford City Council,S1093,,"PFI 4:  Provision of School Buildings, Catering & Facilities Management",S&W TLP (Project Co Two) Ltd,DA2 6NS," £10,609,505.00 "," £268,774,126.67 ",Yes,14/04/2013,13/08/2038,304,0,0,N/A,N/A,13/08/2038,Yes,200000,Financial Services,7796896,Public
Place,Mini-Comp,Salford City Council,S1232-36,DN616574,Agecroft Prison Footbridge Painting Scheme,Coating Services Limited,SK14 1HF," £113,200.00 "," £113,200.00 ",No,26/09/2022,16/12/2022,3,0,0,N/A,N/A,16/12/2022,Yes,390000,"Works Construction, Repair and Maintenance",03852486,Public
Service Reform,Direct Call-Off,Salford City Council,S1494,n/a,Fortinet FortiMail Cloud ,CDW Ltd,EC4M 9AF," £50,000.00 "," £149,999.99 ",no,31/03/2022,31/03/2025,36,0,0,N/A,N/A,31/03/2025,No,271300,Information Communication Technology,2465350,Public
Place,CSO Exception,Salford City Council,,,Housing Management Agreement,Salix Homes Ltd,M5 4DT," £200,000.00 "," £200,000.00 ",No,01/09/2022,31/08/2023,12,0,0,N/A,N/A,31/08/2023,No,250000,Housing Management ,06005412,Public
Place,ITT,Salford City Council,S1083,DN598577,Framework Agreement for Demolition and Associated ,Various Suppliers,," £2,352,500.00 "," £1,176,250.00 ",Yes,15/08/2022,14/08/2024,48,24,1,,,14/08/2024,Yes,181000,Demolition & Asbestos Removal,"6233056
3057185
01719179
6426331",Public
Place,ITT,Salford City Council,S1083,DN598577,Framework Agreement for Demolition and Associated ,Connell Brothers Limited,M6 6FL," £2,352,500.00 "," £1,176,250.00 ",Yes,15/08/2022,14/08/2024,48,24,1,,,14/08/2024,Yes,181000,Demolition & Asbestos Removal,6233056,Public
Place,Mini-Comp,Salford City Council,S1496,N/A,Servicing and Maintenance of Fire Alarm and Emergency Lighting ,Fieldway Supplies Ltd,L36 6AW," £61,825.20 "," £61,825.20 ",No,01/04/2022,31/03/2024,24,0,0,N/A,N/A,31/03/2024,,220000,Health & Safety,05743944,Public
People,Mini-Comp,Salford City Council,S1028,DN166732,Integrated 0-19 Children's Health Service,Salford Royal NHS Foundation Trust,M5 4BD," £5,351,258.00 "," £5,351,258.00 ",No,01/04/2023,31/03/2024,12,0,0,n/a,n/a,31/03/2024,Yes,310000,Healthcare,5138092,Public
