Directorate Name,Process Used,Purchasing Body,Contract Reference,Contract Title,Contract Description,Supplier Company Name,Supplier Postcode, Annual Value , Total Contract Value (including extensions) ,OJEU?,Start Date,End Date,Contract Duration (months),Option to extend (months),How many extensions,Extension 1 Taken?,Extension 2 Taken?,Current Expiry Date,SME Supplier?,ProClass Classification,ProClass Description,Company Number,Visibility
Place,Mini-Comp,Salford City Council ,S1185,N/A,CCTV Maintenance and Repair Services ,The CCTV Company,WN5 7AS," £25,000.00 "," £75,000.00 ",No,01/10/2022,30/09/2025,36,0,0,N/A,N/A,30/09/2025,Yes,270000,Information Communication Technology,4546074,Public
Place,ITT,Salford City Council,S1083,DN598577,Framework Agreement for Demolition and Associated ,Alan Franklin ,," £2,352,500.00 "," £1,176,250.00 ",Yes,15/08/2022,14/08/2024,48,24,1,,,14/08/2024,Yes,181000,Demolition & Asbestos Removal,4804728,Public
Place,Mini-Comp,Salford City Council,S1232-32,DN611230,"Construction of a new play area to Campbell Road Playing Fields, Swinton",Groundwork Landscapes Ltd,," £357,851.85 "," £357,851.85 ",No,24/10/2022,28/02/2023,2,1,0,,,28/02/2023,Yes,391310,Open Spaces - Construction ,01339901,Public
Place,CSO Exception,Salford City Council,S1500,N/A,Parking Services IT System,Chipside Ltd,SN15 5FD," £15,630.00 "," £15,630.00 ",No,01/10/2022,30/09/2026,48,24,,,,30/09/2026,Yes,271440,Software,04049461,Public
Place,RFQ,Salford City Council,S1507,N/A,Lester Road ECI,A E Yates ,BL6 4SB ," £7,593.75 "," £7,593.75 ",No,22/08/2022,21/10/2022,2,0,0,N/A,N/A,21/10/2022,No,391400,Roads,00415632,Public
Place,Direct Call-Off,Salford City Council,S1503,N/A,Provision of Cashless Parking System,Park Now Limited,RG24 8YB," £6,239.00 "," £18,717.00 ",No,21/11/2022,20/11/2025,60,0,0,N/A,N/A,20/11/2025,Yes,350200,Parking,03151938,Public
People,RFQ,Salford City Council,S1508,N/A,Review of Counselling Services for Children and Young People 2022,University of Manchester ,," £15,020.00 "," £15,020.00 ",No,15/09/2022,31/03/2023,6,0,0,N/A,N/A,31/03/2023,No,321100,Social Community Care Supplies & Services - Children,04715244,Public
Place,Mini-Comp,Salford City Council,S1232-38,DN623247,Little Hulton Station Bridge Parapet Replacement Scheme,Coating Services Limited,SK14 1HF," £58,200.00 "," £58,200.00 ",No,30/01/2023,10/03/2023,1.2,0,0,N/A,N/A,10/03/2023,Yes,390000,"Works Construction, Repair and Maintenance",03852486,Public
Place,RFQ,Salford City Council,S1510,n/a,Rope Access Unadopted Principal Inspections [Salford Uni & Lowery Footbridge],UbiQ Group Ltd,ST15 0SR," £9,220.00 "," £9,220.00 ",No,16/10/2023,20/10/2023,0,0,0,n/a,n/a,20/10/2023,Yes,390000,Social Community Care Supplies & Services - Children,11724790,Public
Place,RFQ,Salford City Council,S1511,n/a,Rope Access Unadopted Principal Inspections [Blackfiars Bridge & Trafford Swing Bridge],UbiQ Group Ltd,ST15 0SR," £9,447.00 "," £9,447.00 ",No,20/11/2023,24/11/2023,0,0,0,n/a,n/a,24/11/2023,Yes,390000,Social Community Care Supplies & Services - Children,11724790,Public
Place,Direct Call-Off,Salford City Council,S1518,n/a,Commission to undertake bus lane Technical File works,ACCOM,M1 4HD," £10,279.36 "," £10,279.36 ",No,09/01/2023,20/03/2023,0.3,0,0,N/A,N/A,01/11/2022,No,150000,Consultancy ,1846493,Public
Place,Direct Call-Off,Salford City Council ,S1519,n/a,"Barton Moss Welfare Unit – mechanical services, feasibility Assessment",S I Sealy,SK6 2SR," £9,700.00 "," £9,700.00 ",No,01/06/2022,31/07/2023,13,0,0,n/a,n/a,31/07/2023,Yes,150000,Consultancy ,02588550,Public
Place,Direct Call-Off,Salford City Council,S1526,n/a,Trinity Way Chapel St Additional Site Investigation,Argyle North West Limited,M28 3HH," £44,660.04 "," £44,660.04 ",No,05/09/2022,22/12/2022,3,0,0,n/a,n/a,22/12/2022,Yes,390000,"Works - Construction, Repair & Maintenance ",02829893,Public
Place,Direct Call-Off,Salford City Council,S1527,n/a,ATF Tranche 2 - Blackfriars Street - Loading Bay Construction,Argyle North West Limited,M28 3HH," £8,472.27 "," £8,472.27 ",No,05/09/2022,22/12/2022,3,0,0,n/a,n/a,22/12/2022,Yes,390000,"Works - Construction, Repair & Maintenance ",02829893,Public
Place,Direct Call-Off,Salford City Council,S1528,n/a,"Arcus Built Environment Solution for Planning, Building Control and Local Land and Property Gazetteer services",Arcus Global Limited,CB4 2HY," £97,500.00 "," £390,000.00 ",No,01/11/2022,01/11/2024,48,12,2,,,01/11/2024,,390000,"Works - Construction, Repair & Maintenance ",06946606,Public
Place,Mini-Comp,Salford City Council,S1232-37,DN618476,Pendleton Roundabout Parapet Replacement Scheme Phase 1,Coating Services Limited,SK14 1HF," £325,013.80 "," £325,013.80 ",No,16/01/2023,10/03/2023,2,0,0,n/a,n/a,10/03/2023,Yes,390000,"Works - Construction, Repair & Maintenance ",3852483,Public
People,CSO Exception,Salford City Council,S1529,n/a,Positive Masculinity ,Unlimited Potential,M6 6FP," £152,089.00 "," £152,089.00 ",No,01/12/2022,29/02/2024,15,0,0,n/a,n/a,29/02/2014,Yes,310000,Healthcare,IP030669,Public
People,Mini-Comp,Salford City Council,S1530,N/A,Spot purchasing of Educational Psychology Statutory Advice,Various,Various," £35,000.00 "," £140,000.00 ",No,01/10/2022,01/10/2026,48,0,0,n/a,n/a,01/10/2026,No,171010,Adult & Further Education Services,N/A,Public
Place,Mini-Comp,Salford City Council,S1340,,Installation of Air Source Heat Pumps in support of the Greater Manchester Regional Heat and Energy Decarbonisation Delivery Scheme,Rothwell Group,," £786,000.00 "," £786,000.00 ",No,03/11/2022,31/03/2023,6,0,0,n/a,n/a,31/03/2023,Yes,370000,Utilities ,04444083,Public
Place,Mini-Comp,Salford City Council,S1348,,26 Tonne Refuse Collection Vehicles,Dennis Eagle,,,,,,,,,,,,,,,,03794455 ,
People,ITT,Salford City Council,S1335,DN620434,Semi Independent Living Services (16-25 year olds) In Salford,Depaul UK,SE1 4QQ," £508,051.00 "," £2,032,205.00 ",Yes,01/04/2022,31/03/2027,48,12,2,,,31/03/2027,No,401603,Social Community Care Supplies & Services - Children,2440093,Public
Place,Mini-Comp,Salford City Council,S1083-20,DN631568,Sahal Court Demolition,Connell Brothers Limited,M6 6FL," £149,920.00 "," £149,920.00 ",No,21/11/2022,20/01/2023,3,0,0,n/a,n/a,20/01/2023,No,181000,Demolition & Asbestos Removal,02475702,Public
People,CSO Exception,Salford City Council,S1531,n/a,CareCubed,iESE (the Improvement and Efficiency Social Enterprise),," £25,000.00 "," £25,000.00 ",No,01/12/2022,30/11/2023,12,0,0,n/a,n/a,30/11/2023,No,270000,Information Communication Technology,07716988,Public
Place,CSO Exception,Salford City Council,S1532,n/a,GGP Software,GGP Systems Ltd,CRO 2LX," £59,995.38 "," £44,652.00 ",No,01/04/2022,31/03/2023,12,0,0,n/a,n/a,31/03/2023,No,270000,Information Communication Technology,02685491,Public
Place,Mini-Comp,Salford City Council,S1502,N/A,Delivery of the Turnpike Depot and Swinton Hall Road Solar Carport EPC Contracts,Vital Energi Utilities Ltd,BB1 2LD," £1,549,658.00 "," £1,549,658.00 ",No,29/11/2022,30/06/2023,3,0,0,n/a,n/a,30/06/2023,No,351000,Car Parks,04050190,Public
Place,Mini-Comp,Bolton Council,S1387,n/a,Chapel Street East Ph1 Delivery - Principal Contractor ,The Casey Group,OL12 9PS,," £2,365,431.37 ",Yes,07/04/2022,30/12/2022,10,0,0,N/A,N/A,30/12/2022,No,390000,"Works - Construction, Repair & Maintenance ",4233269,Public
Place,Direct Call-Off,Salford City Council,S1205,N/A,Lift Maintenace Contract,Otis Limited,TW8 9AG," £15,033.00 "," £45,100.00 ",No,01/04/2022,31/03/2025,36,,,,,31/03/2025,No,190000,Facilities & Management Services,00147366 ,Public
Place,ITT,Salford City Council,S1470,,ZC - Owners Engineer - Kenyon Way Solar Farm - Appointment,Locogen Energy Services Limited, EH3 5BD," £56,237.40 "," £56,237.40 ",Yes,27/09/2021,31/12/2023,15,0,0,N/A,N/A,31/12/2023,No,390000,"Works - Construction, Repair & Maintenance ",SC521029,Public
Place,CSO Exception,Salford City Council,S1539,N/A,A5063 Trafford Road Improvements: Site Supervision,AECOM,M1 4HD," £48,369.96 "," £48,369.96 ",No,03/11/2022,19/01/2023,12,0,0,N/A,N/A,19/01/2023,No,390000,"Works - Construction, Repair & Maintenance ",1846493,Public
Place,RFQ,Salford City Council,S1542,N/A,Third Party Damage Recovery Services,Motor Accident protection Services Ltd (MAPS),M5 3EB," £10,000.00 "," £10,000.00 ",No,01/11/2022,31/10/2023,12,0,0,N/A,N/A,31/10/2023,No,381900,Vehicle Recovery,03105784,Public
Place,RFQ,Salford City Council,S1543,N/A,SmartCross – Duct Surveys,Transport for Greater Manchester,," £16,000.00 "," £8,000.00 ",No,25/11/2022,25/05/2023,6,2,1,N/A,N/A,25/05/2023,,350000,Street Traffic Management,05868101,Public
Place,CSO Exception,Salford City Council,S1547,N/A,Church Street Taxi Rank,Argyle North West Limited,M28 3HH," £11,406.67 "," £11,406.67 ",No,16/01/2023,05/03/2023,1.2,0,0,N/A,N/A,05/03/2023,Yes,391110,Construction,02829893,Public
People,CSO Exception,Salford City Council,S1548,N/A,HKBNO Learning Café and Community Learning Organisation Support,Broughton Trust,," £40,000.00 "," £40,000.00 ",No,01/10/2022,30/04/2023,6,0,0,N/A,N/A,30/04/2023,Yes,321000,Social Community Care Supplies & Care,12442783 ,Public
Service Reform,Mini-Comp,Salford City Council,S1087,N/A,Software Enterprise Licence & Support,Arch Consulting Limited,," £15,884.32 "," £31,768.64 ",No,16/12/2022,15/12/2024,24,12,2,,,15/12/2024,No,271440,Software,03261503,Public
Place,Mini-Comp,Salford City Council ,,,Swinton Town Hall Clock,The Cumbria Clock Company,CA11 0HL," £23,230.00 "," £23,230.00 ",No,09/12/2022,28/01/2023,1,0,0,N/A,N/A,28/01/2023,,270000,Information Communication Technology,04439944,Public
Place,Direct Call-Off,Salford City Council ,,,Salford Museum (SMAG) - Lead valley repairs,Schofield & Sons Ltd,M30 9PS," £17,042.44 "," £17,042.44 ",No,30/11/2022,16/12/2022,1,0,0,N/A,N/A,16/12/2022,Yes,270000,Information Communication Technology,025459259,Public
Place,RFQ,Salford City Council ,,,Buile Hill Banqueting Suite and Turnpike Depot Ventilation Design to RIBA stage 6,DESCO,M1 2AP," £9,500.00 "," £9,500.00 ",No,21/11/2022,27/01/2023,2,0,0,N/A,N/A,27/01/2023,,390000,"Works - Construction, Repair & Maintenance ",13126788 ,Public
Place,RFQ,Salford City Council ,,,Buile Hill Mansion - Drainage Survey,Aqua Clenz,BB6 8AN," £8,550.00 "," £8,550.00 ",No,05/12/2022,23/12/2022,1,0,0,N/A,N/A,23/12/2022,,390000,"Works - Construction, Repair & Maintenance ",02848699,Public
Place,Direct Call-Off,Salford City Council ,S1281,,Roller Shutter Servicing of council buildings,BID Group Ltd,BL5 3XE," £6,889.00 "," £6,889.00 ",No,01/01/2023,31/03/2023,3,0,0,N/A,N/A,31/03/2023,,,,02493093 ,Public
Place,,Salford City Council ,,,A57 Peel Green Calming / Greening- Concept Design Additional Fee1,Aecom Ltd,E1 8FA," £16,464.00 "," £16,464.00 ",No,01/11/2022,09/12/2022,1,0,0,N/A,N/A,09/12/2022,,390000,"Works - Construction, Repair & Maintenance ",01846493 ,Public
Place,Mini-Comp,Salford City Council ,,,Social Value Regeneration KPIs,Social Value Portal,SE1 7TY," £9,350.00 "," £9,350.00 ",No,02/12/2022,31/03/2023,3,0,0,N/A,N/A,31/03/2023,,390000,"Works - Construction, Repair & Maintenance ",09197997 ,Public
Place,Direct Call-Off,Salford City Council ,,,Turnpike Depot Mess Room - Provision of Temporary Accommodation during Roofing and Refurbishment Project,Portakabin (Site Accommodation) Ltd,WA4 4RE," £9,780.00 "," £9,780.00 ",No,16/01/2023,19/06/2023,6,0,0,N/A,N/A,19/06/2023,,390000,"Works - Construction, Repair & Maintenance ",00685303 ,Public
Place,Mini-Comp,Salford City Council ,,,"Turnpike depot - VMS Flooring, decoration and associated repairs",Schofield & Sons Ltd,M30 9PS," £26,851.70 "," £26,851.70 ",No,05/12/2022,27/01/2023,1,0,0,N/A,N/A,27/01/2023,Yes,390000,"Works - Construction, Repair & Maintenance ",025459259,Public
Place,Mini-Comp,Salford City Council ,,,Buile Hill Park Suite - Beam replacement,Schofield & Sons Ltd,M30 9PS," £7,622.00 "," £7,622.00 ",No,10/04/2023,16/04/2023,1,0,0,N/A,N/A,16/04/2023,Yes,390000,"Works - Construction, Repair & Maintenance ",025459259,Public
People,CSO Exception,Salford City Council ,S1549,N/A,"Information, Advice and Support",JSENSE,M7 4HA," £19,584.00 "," £19,584.00 ",No,05/09/2022,31/03/2023,6,0,0,N/A,N/A,31/03/2023,No,321010,Support and Advocacy Services,1151197,Public
Place,Other,Salford City Council,S1158,,Annual Coarse Footway Network Survey (FNS) on part of the adopted footway network,Pavement Testing Services Limited,PR2 5AR," £10,584.00 "," £10,584.00 ",No,01/04/2022,31/03/2023,12,0,0,N/A,N/A,31/03/2023,Yes,230000,Highway Equipment & Materials ,4374737,Public
Service Reform,CSO Exception,Salford City Council,S1551,,Third Party Spend Workstream Support,4C Associates,W6 7JP," £79,000.00 "," £79,000.00 ",No,04/01/2023,04/04/2023,4,0,0,N/A,N/A,04/04/2023,,150000,Consultancy ,04018096,Public
People,ITT,Salford City Council,S1513,DN640385,Salford Supported Employment Service – Job Coach Element,The Growth Company,M1 5JW," £143,290.97 "," £298,522.85 ",Yes,06/03/2023,31/03/2025,25,12,1,,,31/03/2025,No,171010,Adult & Further Education Services,02443911,Public
Place,Mini-Comp,Salford City Council,S1503,,A6 Manchester Road West Crossing,Rosgal Ltd,M20 3BN," £184,921.04 "," £184,921.04 ",No,25/01/2023,21/04/2023,3,0,0,N/A,N/A,21/04/2023,Yes,390000,"Works - Construction, Repair & Maintenance ",03731189,Public
Place,ITT,Salford City Council,S1013,DN631244,Enforcement Services,Marston Holdings (NSL Services Ltd),B3 2JR," £1,159,260.00 "," £11,592,600.00 ",Yes,01/04/2023,31/03/2028,60,60,2,,,31/03/2028,No,350200,Street & Traffic Management,06033060,Public
Place,Mini-Comp,Salford City Council,S1490,DN624596,Salford Bolton Network Improvements (SBNI) – Package 7 (DP7) A580 Junctions,Eric Wright Civil Engineering,PR5 6AW," £876,114.00 "," £876,114.00 ",No,27/02/2023,28/07/2023,5,0,0,N/A,N/A,28/07/2023,No,390000,"Works - Construction, Repair & Maintenance ",02565379,Public
Place,CSO Exception,Salford City Council,,,AUTODESK Subscription,SYMETRI,NE3 3PF," £37,200.00 "," £37,200.00 ",,,,,,,,,,Yes,,,03239798,
Place,Mini-Comp,Salford City Council,S1232-45,,Outdoor Gym - Eccles Recreation Ground,Groundwork Landscapes Ltd,," £75,512.00 "," £75,512.00 ",No,06/03/2022,31/03/2023,0,0,n/a,,,31/03/2023,Yes,391310,Open Spaces - Construction,01339901,Public
Place,,Salford City Council,S1512,,Swinton Vision - document design,Drumbeat Creative,M50 2NT," £6,000.00 "," £6,000.00 ",No,18/07/202,18/09/2022,0,0,0,n/a,n/a,18/09/2022,Yes,270000,Information Communication Technology,04714972,
Place,,Salford City Council,,n/a,AECOM HDD Change Control 01,AECOM Limited,AL1 3ER," £26,301.00 "," £26,301.00 ",No,09/09/2022,31/01/2023,0,0,0,n/a,n/a,31/01/2023,,390000,"Works - Construction, Repair & Maintenance ",1846493,Public
Place,Other,Salford City Council,,,Trinity Way/Springfield Lane - Diversion works,Virgin Media,ML4 3AL," £10,294.10 "," £10,294.10 ",No,18/10/2022,30/11/2022,1.5,0,0,n/a,n/a,30/11/2022,No,270000,Information Communication Technology,1785381,Public
Place,,Salford City Council,,,Construction costs and Carbon Capture KPIs,Turner and Townsend,M2 2BY," £45,000.00 "," £45,000.00 ",,31/10/2022,31/03/2023,0,0,0,n/a,n/a,31/03/2023,No,390000,"Works - Construction, Repair & Maintnenance",06468643,Public
Place,Direct Call-Off,Salford City Council,,n/a,MCF Crossings - Project Development - Cleggs Lane/ Amblecote - Site Investigation,Argyle North West Limited,M28 3HH," £23,371.74 "," £23,371.74 ",No,04/07/2022,29/10/2022,0,0,0,n/a,n/a,29/10/2022,Yes,390000,"Works - Construction, Repair & Maintenance ",02829893,Public
Place,Direct Call-Off,Salford City Council,,n/a,New Bailey Junction Site Investigation Works,Argyle North West Limited,M28 3HH," £69,429.75 "," £69,429.75 ",No,15/04/2022,26/08/2022,0,0,0,n/a,n/a,26/08/2022,Yes,390000,"Works - Construction, Repair & Maintenance ",02829893,Public
Place,RFQ,Salford City Council,S1149,,"Inspection, testing and maintenance of Lighting Protection Systems",Osbourne Delta,OL4 1HB," £5,430.00 "," £16,290.00 ",No,01/04/2022,31/03/2025,0,0,0,n/a,n/a,31/03/2025,Yes,190000,Facilities & Management Services,01535519,Public
Place,RFQ,Salford City Council,,,Control Updgrade - Civic Phase 1,Air Services & Systems (Europe) Ltd,M30 8WH," £9,482.90 "," £9,482.90 ",No,02/01/2023,31/01/2023,0,0,0,n/a,n/a,31/01/2023,Yes,190000,Facilities & Management Services,04249087,Public
Place,RFQ,Salford City Council,,n/a,Barton Moss Secure Care Centre - Ground Investigations,Leyden Kirby Associates Limited,M26 2ZS," £20,831.00 "," £20,831.00 ",No,16/01/2023,16/05/2023,4,0,0,n/a,n/a,16/05/2023,No,150000,Consultancy ,04557784,Public
Place,Other,Salford City Council,,n/a,Chapel Street East Ph 1 CEMAR,Thinkproject UK Ltd,GL4 3GG," £10,935.00 "," £10,935.00 ",NO,07/03/2022,30/12/2022,10,0,0,n/a,n/a,30/12/2023,No,270000,Information Communication Technology,05430351,Public
Place,Other,Salford City Council,,n/a,Biodiversity Net Gain site surveys,Envance,SK10 1BX," £7,000.00 "," £7,000.00 ",No,17/10/2023,19/12/2022,2,0,0,n/a,n/a,19/12/2022,Yes,150000,Consultancy ,12549732,Public
Place,RFQ,Salford City Council,,n/a,ZC - Ground investigation Survey for Little Hulton Solar Farm appointment,Alliance Design UK Ltd,M15 4PN," £32,580.00 "," £32,580.00 ",No,16/06/2022,30/09/2022,3.5,0,0,n/a,n/a,30/09/2022,no,180000,Environmental Services,05586079,Public
Place,Direct Call-Off,Salford City Council,S1328,n/a,Oldfield Road Corridor C4 Stats & HDD,AECOM Limited, AL1 3ER," £35,286.15 "," £35,286.15 ",No,11/07/2022,16/09/2022,2,0,0,n/a,n/a,16/09/2022,No,390000,"Works - Construction, Repair & Maintenance ",1846493,Public
Place,Mini-Comp,Salford City Council,,n/a,MQ - 2223 Clippers Specialist Bridge design Services – Preliminary Options,Arcadis LLP (Knight's Architects),EC3M 4BY," £41,335.00 "," £41,335.00 ",No,16/01/2022,16/10/2023,22,0,0,n/a,n/a,16/10/2023,No,390000,"Works - Construction, Repair & Maintenance",OC368843,Public
Place,Direct Call-Off,Salford City Council,S1366,n/a,Gore Street Highway Improvements - Scheme Construction,Rosgal Ltd,M20 3BN," £278,000.00 "," £278,000.00 ",No,08/11/2021,31/03/2023,5,0,0,n/a,n/a,31/03/2023,Yes,390000,"Works - Construction, Repair & Maintenance ",03731189,Public
Place,Direct Call-Off,Salford City Council,S1516,n/a,A57 Liverpool Road calming / greening  - concept design,AECOM Limited,E1 8FA," £38,571.00 "," £38,571.00 ",No,08/08/2022,09/12/2022,0,0,0,n/a,n/a,09/12/2022,No,390000,"Works - Construction, Repair & Maintenance ",1846493,Public
Place,Other,Salford City Council,,n/a,Trinity Way/Springfield Lane - Zayo C4 E diversion works,Zayo Group,EC4V 6JA," £46,841.59 "," £46,841.59 ",No,25/07/2022,25/11/2022,4,0,0,n/a,n/a,30/11/2022,No,390000,"Works Construction, Repair and Maintenance",03726666,Public
Place,,Salford City Council ,,n/a,Trinity Way/Springfield Lane - Verizon C4 diversion works,Verizon UK Limited,RG2 6DA," £23,991.83 "," £23,991.83 ",No,22/08/2022,11/11/2022,3,0,0,n/a,n/a,11/11/2022,No,270000,Information Communication Technology,02776038,Public
Place,Direct Call-Off,Salford City Council,S1516,n/a,Design Amendments - Change Control 07,AECOM Limited,AL1 3ER," £7,638.48 "," £7,638.48 ",No,13/06/2022,25/11/2022,0,0,0,n/a,n/a,25/11/2022,No,390000,"Works - Construction, Repair & Maintenance ",1846493,Public
Place,ITT,Salford City Council,S1365,DN552684,Owner's Engineer appointment for Charlestown Weir UCEGM,TLS Renewable Consulting Ltd,WD3 5NT," £51,600.00 "," £51,600.00 ",No,05/04/2021,31/03/2023,12,0,0,n/a,n/a,31/03/2023,Yes,390000,"Works - Construction, Repair & Maintenance",06895950,Public
People,ITT,Salford City Council,S1202,DN637652,Salford Children Rights and Independent Visitor Service,Advocacy Focus,BB5 6PW," £54,525.20 "," £136,313.00 ",No,03/04/2023,31/03/2028,30,12,2,,,31/03/2028,No,321100,Salford Community Care and Supplies ,4135225,Public
Place,Mini-Comp,Salford City Council,S1514,DN640213,Delivery of the Little Hulton Solar Farm EPC Contract,Vital Energi Utilities Ltd,BB1 2LD," £2,398,865.00 "," £2,398,865.00 ",No,13/02/2023,30/09/2023,3,0,0,n/a,n/a,30/09/2023,No,390000,"Works - Construction, Repair and Maintenance",04050190,Public
Place,CSO Exception,Salford City Council,S1232-40,DN626218,Railway Bridge No.7 Reconstruction,Coating Services Limited,SK14 1HF," £1,592,924.25 "," £1,592,924.25 ",No,06/03/2023,18/08/2023,6,0,0,n/a,n/a,18/08/2023,Yes,390000,"Works - Construction, Repair & Maintenance ",,
Place,CSO Exception,Salford City Council,S1545,n/a,"Appointment of consultant surveyors to provide 
valuation services in connection with RTB/RTA 
applications",Aspin & Company Limited,OL6 6QU," £31,250.00 "," £31,250.00 ",No,01/01/2023,30/06/2023,6,3,2,,,30/06/2023,Yes,150000,Consultancy ,08167520,Public
People,CSO Exception,Salford City Council ,S1161,n/a,Short Break Group Activities for Children with Disablities ,The Endorphins Group ,W8 6BH," £64,225.02 "," £64,225.02 ",No,01/04/2023,31/03/2024,0,0,0,n/a,n/a,31/03/2024,Yes,320000,Social Community Care Supplies & Services,11934523,Public
People,CSO Exception,Salford City Council ,S1161,n/a,Group Based Activities for Children with Disabilities (Small Grants),"Salford Community and Voluntary
Services (SCVS)",M30 0FN," £67,268.57 "," £134,537.14 ",No,01/07/2023,30/06/2025,12,0,0,n/a,n/a,30/06/2025,No,321100,Social Community Care Supplies & Services - Children, 01948293,Public
Place,CSO Exception,Salford City Council,S1161,n/a,"Specialist Sports, Dance and Performing Arts for ages 5 to 18",Salford Community Leisure Ltd,M27 5DA," £15,825.00 "," £15,825.00 ",No,01/04/2023,31/03/2024,12,0,0,n/a,n/a,31/03/2024,Yes,290000,Arts & Leisure Services,IP29627R,Public 
,CSO Exception,Salford City Council,S1555,n/a,Specialist Youth club and holiday provision for young people with autism 11-18,I AM Celebrating Autism in Manchester,M32 0HL," £15,825.00 "," £15,825.00 ",No,01/04/2023,31/03/2024,12,0,0,n/a,n/a,31/03/2024,Yes,321100,Social Community Care Supplies & Services - Children,04326334,Public
People,CSO Exception,Salford City Council,S1161,,"Youth Club, Sports and Trips for Young People with a Disability aged 11-18",You Can Community Club,N8 0JB," £52,750.00 "," £52,750.00 ",No,01/04/2023,31/03/2024,12,0,0,n/a,n/a,31/03/2024,No,321100,Social Community Care Supplies & Services - Children,10320017,Public
People,CSO Exception,Salford City Council ,S1556,n/a,Hubs – Parenting – Universal parenting support digital offer,Triple P UK ,EH3 6AD," £10,491.67 "," £31,475.00 ",No,07/03/2022,31/03/2025,36,0,0,n/a,n/a,31/03/2025,Yes,321100,Social Community Care Supplies & Services - Children,SC222936,Public
Place,RFQ,Salford City Council ,PR-18303,n/a,Swinton Gateway - Upgrade of the existing and inefficient lighting systems with new LED luminaires,CI Electrics Ltd,SK8 3SE," £29,518.46 "," £29,518.46 ",No,06/02/2023,24/02/2023,1,0,0,n/a,n/a,24/02/2023,Yes,390000,"Works - Construction, Repair & Maintenance ",05396468,Public
Place,RFQ,Salford City Council ,PR-18327,n/a,Civic Centre Campus - Upgrade incoming supply switch to enable emergency generator connection,Electricity North West,WA3 6XG," £7,146.29 "," £7,146.29 ",No,04/03/2023,04/03/2023,1,0,0,n/a,n/a,04/03/2023,Yes,390000,"Works - Construction, Repair & Maintenance ",7382637,Public
Place,Mini-Comp,Salford City Council ,PR-18315,n/a,Asbestos Removal Civic Centre Porta Cabins,Alan Franklin Builders Ltd,M30 0EZ," £13,891.00 "," £13,891.00 ",No,06/02/2023,10/02/2023,1,0,0,n/a,n/a,10/02/2023,Yes,181000,Demolition & Asbestos Removal,04804728,Public
Service Reform,ITT,Salford City Council ,S1537,DN647474,Swinton Vision - Music Event,From The Other Ltd,M3 5HW," £29,760.00 "," £29,760.00 ",No,16/01/2023,15/10/2023,9,0,0,n/a,n/a,15/10/2023,Yes,291000,Events,07589894 ,Public
Service Reform,RFQ,Salford City Council ,PR-18323,n/a,Salford Quays Visitor Experience: Factory Girls,AJ WELLS & SONS GROUP LIMITED,PO30 5WS," £12,511.00 "," £12,511.00 ",No,23/01/2023,30/06/2023,6,0,0,n/a,n/a,30/06/2023,Yes,291000,Events,13048441,Public
Place,RFQ,Salford City Council ,PR-18336,n/a,"Winders Way & Wynne St, (Salford Rise)",OHEC Ltd,M25 9ND," £6,495.00 "," £6,495.00 ",No,14/02/2023,24/02/2023,1,0,0,n/a,n/a,24/02/2023,Yes,390000,"Works - Construction, Repair & Maintenance ",05989337,Public
Place,RFQ,Salford City Council ,PR-18324,n/a,Housing Delivery - ICN Framework,Great Places Housing Group,M27 8FE," £7,000.00 "," £7,000.00 ",No,31/01/2023,31/03/2025,3,0,0,n/a,n/a,31/03/2025,Yes,250000,Housing Management ,IP30045R,Public
Place,RFQ,Salford City Council ,PR-18294,n/a,"SMAG, (Salford Museum) roof void brickwork repairs",Schofield & Sons Ltd,M30 9PS," £5,438.00 "," £5,438.00 ",No,23/01/2023,10/02/2023,2,0,0,n/a,n/a,10/02/2023,No,390000,"Works - Construction, Repair & Maintenance ",02459259 ,Public
Place,RFQ,Salford City Council ,PR-18312,n/a,Salford Quays - Painting,Colin Masters Ltd,BL4 7PJ," £8,090.00 "," £8,090.00 ",No,06/02/2023,17/03/2023,1,0,0,n/a,n/a,17/03/2023,Yes,390000,"Works - Construction, Repair & Maintenance ",11465887 ,Public
Place,RFQ,Salford City Council ,PR-18300,n/a,Civic Centre Town Hall - Replacement LED Flood Lighting to External Elevation Including Clock Tower,IJM Electrical,M25 0AT," £9,834.00 "," £9,834.00 ",No,13/02/2023,17/02/2023,1,0,0,n/a,n/a,17/02/2023,No,390000,"Works - Construction, Repair & Maintenance ",SC358610,Public
